wkt_geom	id	T_00to10	T_78to14	P_78to14	P_00to10
Point (-90.82747521623085163 41.01027417858161073)	9316	-0.05193	0.01626	1.96088	15.29581
Point (-122.02597782639897162 40.28430252082994656)	9323	0.00848	0.03946	1.15433	-8.5788
Point (-116.79502258841252171 36.92700713271171509)	9322	0.03307	0.04979	-2.6492	-4.3968
Point (-79.65265760859043098 33.82045967087864824)	9321	-0.03335	0.02452	9.13268	-2.91639
Point (-98.81580734701178415 31.96932179136975094)	9320	0.00664	0.01515	8.82304	0.147
Point (-95.77937116918317884 29.5724097711960745)	9327	-0.01014	0.03517	6.5836	-24.1424
Point (-92.07442610200268973 46.94861821314361094)	9326	-0.04859	0.02444	3.26966	-2.9484
Point (-90.77277974800375659 41.78635903618573622)	9325	-0.06579	0.02185	4.99781	8.15619
Point (-78.26732312370211275 41.52423656098274307)	9324	-0.02126	0.03127	-1.55385	11.54219
Point (-94.90840438873435403 34.61576831678502231)	9299	-0.05578	0.00294	2.64932	-15.4964
Point (-75.15212938455312042 40.33538144299759409)	9298	-0.00104	0.01988	-1.00682	19.6838
Point (-94.34939074754511523 29.86648676341629738)	9297	-0.03216	0.03434	6.14046	-31.78879
Point (-87.17145546006855739 33.10591865771578313)	9296	-0.01637	0.03372	-3.66472	17.22079
Point (-114.39244846415138568 34.88419630824161288)	9303	-0.03298	0.04177	-2.20523	1.7716
Point (-120.29137342850624748 41.14937462554172498)	9302	0.00162	0.03986	-0.1528	-0.8584
Point (-123.86302505062272417 40.44559144477143775)	9301	-0.0113	0.02239	4.45812	-10.01261
Point (-74.82293457832881245 39.80769268890759349)	9300	-0.01422	0.02473	0.45864	17.0754
Point (-70.83678446579237686 41.71869137920192827)	9307	-0.00649	0.02988	-0.40341	14.5426
Point (-103.085301022995381 29.61928660584803197)	9306	-0.00596	0.03628	-0.78279	0.6238
Point (-99.85071983612940016 31.43844296423817752)	9305	-0.04651	0.00461	4.82488	11.9352
Point (-107.49974084052701073 41.23266570105627693)	9304	-0.0155	0.03735	-1.32542	7.2118
Point (-74.28181016797927327 42.90545690891195107)	9311	0.00672	0.02917	-0.90271	23.5502
Point (-80.28814186833889721 40.14400499897369201)	9310	-0.04907	0.03206	-0.95469	10.20679
Point (-101.28418897526242404 39.46963186853950845)	9309	-0.03574	0.01266	1.01367	6.5824
Point (-102.60780585284273059 37.90957683665322264)	9308	-0.01242	0.01114	0.25367	-0.4
Point (-78.16060528106859806 37.58837622158053904)	9283	0.00185	0.02072	0.97732	15.5018
Point (-119.99887883591162563 44.9165344277200802)	9282	-0.02122	0.03644	-2.04103	-0.4062
Point (-84.87593435669643327 30.00475323345985146)	9281	-0.04491	0.03655	5.05485	20.35399
Point (-101.80253442303492761 36.83508105649315212)	9280	0.00138	0.01861	2.06073	-8.301
Point (-78.57249751624952694 42.99875782861656148)	9287	-0.01406	0.03764	0.38497	22.4878
Point (-87.14734580449268719 45.05262104476451412)	9286	-0.04065	0.01769	3.32315	-0.6504
Point (-105.90418353820172115 41.10041990081953855)	9285	-0.03209	0.01333	1.13052	-0.5466
Point (-88.59005220662479019 35.69318902958480777)	9284	-0.03386	0.02881	2.76594	5.55081
Point (-109.00728416816721733 37.15649505332732616)	9291	-0.03386	0.02617	-0.27755	0.8504
Point (-78.07972390230587223 37.95521538614616475)	9290	0.02393	0.01865	-0.11464	14.4724
Point (-110.25796561350902891 41.37944542766541645)	9289	-0.02689	0.03338	0.76912	0.8152
Point (-85.47031429171221362 42.10020392642298503)	9288	-0.02955	0.02528	1.31958	3.7442
Point (-97.64341880123474482 28.38530906812441756)	9295	-0.00337	0.02196	1.54051	-14.3464
Point (-101.1753511439725628 40.37070565303009317)	9294	-0.06362	0.02371	-0.55989	20.5078
Point (-102.22668370782794511 41.00391844629005789)	9293	-0.05294	0.01141	0.81892	8.7902
Point (-105.22075918237203496 33.15905481227825646)	9292	0.02583	0.03627	-0.70931	-4.278
Point (-82.06125781621152271 39.64943479690241901)	9987	0.0097	0.03489	0.11138	15.59319
Point (-104.45617718381922145 37.15918032621974731)	9986	-0.03084	0.02065	-0.64194	-4.1472
Point (-80.00119433080408271 40.88713904242288066)	9985	-0.01915	0.03675	0.43734	19.3274
Point (-98.62833478596041914 41.58040390391741425)	9984	-0.08516	0.00843	-1.31806	7.84321
Point (-85.73021630556300465 43.2387211803782634)	9991	-0.06139	0.03168	4.72062	-0.0428
Point (-95.3992558865643332 44.74408621322825752)	9990	-0.08812	0.01523	4.67274	8.1278
Point (-113.76625582898383016 34.88163645216776843)	9989	-0.03843	0.02883	-1.89303	0.493
Point (-83.2158820723495154 42.86939783378263513)	9988	-0.0322	0.02803	2.73252	19.478
Point (-84.60366304319049391 45.67056712294483134)	9995	-0.05297	0.0261	3.38885	7.6302
Point (-83.41137211121589701 33.99710565126350303)	9994	-0.0111	0.0201	0.25752	1.33899
Point (-79.69446281553905465 34.22743499383796006)	9993	-0.01841	0.02863	7.30799	1.9016
Point (-102.90428588112740727 42.81084020554983738)	9992	-0.03572	0.01627	0.67364	5.7484
Point (-110.59691525000536672 45.84874809602834489)	9999	-0.03221	0.02846	-0.086	8.8588
Point (-112.45031125505839498 36.79220432139247521)	9998	-0.02816	0.02924	-1.23318	1.1154
Point (-87.73459403542301516 44.25086621528330966)	9997	-0.06245	0.02175	2.39064	3.5474
Point (-80.53499082229609485 38.00486137964349354)	9996	0.01313	0.01395	2.77908	-0.5342
Point (-121.50700810519623474 39.27440874917790836)	9907	-0.0079	0.01572	0.31137	-3.8348
Point (-93.91394740519369577 32.45076506774411484)	9906	0.01407	0.03153	2.57075	-36.8624
Point (-104.19892407101983167 45.22276325793709617)	9905	-0.02851	0.02796	2.25876	12.5144
Point (-90.62051808866164038 42.5250402900470732)	9904	-0.06213	0.01671	3.00617	6.6004
Point (-103.13116251756578379 42.29185850117396228)	9911	-0.05233	0.02568	0.93784	1.1016
Point (-106.57959460268853036 37.93007165059925967)	9910	0.08789	0.05665	-19.03296	-31.1686
Point (-84.24921263298176655 38.58973894964790929)	9909	-0.03825	0.03563	3.33044	24.997
Point (-112.52300706778596862 48.22475501006009324)	9908	-0.03464	0.03197	-0.05618	6.9186
Point (-85.64292870465857277 46.54131366159803918)	9915	-0.08055	0.01092	1.4876	3.5216
Point (-95.09752376795192674 39.52800619615697286)	9914	-0.0989	0.01408	0.25035	4.246
Point (-82.60279199113668369 39.87950182202702365)	9913	-0.0168	0.03778	0.91676	19.2998
Point (-70.0512500769639388 45.15626269537990822)	9912	-0.00444	0.04143	1.00027	28.6332
Point (-109.32563009677937771 39.19214706973077966)	9919	-0.059	0.02237	0.65991	0.002
Point (-119.67313083867605883 38.09300273045540308)	9918	0.05933	0.07395	-8.36588	-2.25841
Point (-97.34439502992616156 39.05377792534306991)	9917	-0.08392	0.02875	2.24498	8.3824
Point (-94.50645476553823698 46.85922937060473714)	9916	-0.08397	0.01705	4.15943	-6.755
Point (-103.41281574490102457 33.1896496283324467)	9891	-0.0332	0.01568	-0.04725	-1.6874
Point (-81.3811081616231462 32.39827825794960603)	9890	0.00398	0.0194	2.67619	5.0744
Point (-106.27273493266790183 42.40195967066252791)	9889	0.0015	0.01911	-0.03919	2.2154
Point (-86.36466268346671882 34.00361424069908622)	9888	-0.01486	0.03826	-2.44577	9.0902
Point (-103.72838216526658073 45.04489003115634915)	9895	-0.07718	0.02699	2.96391	12.6736
Point (-92.67164545798405584 31.94314102833347846)	9894	0.03054	0.0334	1.91277	-24.45199
Point (-85.19040394130661298 44.18706757489286474)	9893	-0.04084	0.03495	4.46541	16.2822
Point (-82.38810618721257129 37.56896281426597284)	9892	-0.04331	0.029	4.34884	23.22479
Point (-86.61139851275578394 32.60629967650619676)	9899	-0.03175	0.02455	-1.34981	4.9574
Point (-110.56041654540813113 38.86806139811895378)	9898	-0.02034	0.02185	0.91817	-1.0856
Point (-102.33639844521016471 32.12795118196270039)	9897	-0.02101	0.02567	0.81327	4.5056
Point (-95.52733749188291767 42.13445274579754596)	9896	-0.10366	0.00494	7.25293	9.4144
Point (-121.20408328833774192 39.6930675697955806)	9903	0.02517	0.04646	2.57768	-7.7256
Point (-78.30147361660797856 38.94740584196024002)	9902	-0.02537	0.01531	0.39999	3.8872
Point (-111.16359941350761176 31.7813830228780354)	9901	0.02253	0.02366	-0.60149	-4.5728
Point (-89.23521943525790334 31.69457615689958629)	9900	-0.03519	0.03014	3.59043	10.6808
Point (-90.85065738826577331 30.47058118818439354)	9875	-0.00681	0.03105	5.96841	0.40759
Point (-95.6977550983355485 48.39819361779021989)	9874	-0.11173	0.02776	2.97942	-5.8058
Point (-108.68459218509340758 32.11845288870275539)	9873	-0.00669	0.02524	-0.61737	-2.6122
Point (-106.43122484067470168 45.36645155175600053)	9872	-0.06973	0.03943	1.3621	13.9286
Point (-111.37261707630511864 46.53624896649662901)	9879	-0.00974	0.04805	-3.35445	19.6368
Point (-117.31547489236490378 47.27359202586971776)	9878	-0.05439	0.03929	2.59177	5.4864
Point (-93.36590101317057133 31.78721278001058437)	9877	0.02033	0.03488	9.20567	-17.0594
Point (-100.57861721934148136 46.6817420626064461)	9876	-0.10027	0.02604	3.21989	2.6094
Point (-79.90338376503316908 34.04349611003694065)	9883	-0.02676	0.02332	5.36943	1.066
Point (-102.53534245379492518 45.80734181618430512)	9882	-0.13698	0.02328	2.45005	10.6344
Point (-101.25188643961178059 44.18790939880873481)	9881	-0.07643	0.01338	4.11716	8.5504
Point (-74.54492954006920513 43.95894185482131888)	9880	0.02807	0.03296	-1.14285	11.26021
Point (-121.77526742994268716 45.42827564846680843)	9887	0.01206	0.03806	11.63883	36.16362
Point (-93.97271577827699218 46.33808111456755086)	9886	-0.06385	0.02868	5.31297	1.092
Point (-123.24197063478580105 46.71204100994465591)	9885	-0.06691	0.01822	6.56437	-6.2522
Point (-119.4405285934195291 44.96722422178904566)	9884	-0.03834	0.03817	-2.50599	0.1208
Point (-87.52640726182551134 39.25121457059974261)	9859	-0.02821	0.03297	3.8347	5.838
Point (-91.90885004540335501 46.29241947728243645)	9858	-0.05473	0.022	6.1819	-0.811
Point (-84.72326012526875161 42.98071624496326137)	9857	-0.01705	0.02192	3.97164	8.2794
Point (-94.72129673306861264 45.84798529959295621)	9856	-0.13396	0.00559	3.93123	-0.0442
Point (-116.37615712842739413 46.99888144099041654)	9863	0.04154	0.0518	-1.26382	6.0822
Point (-112.19164403742969682 36.99324728926158201)	9862	-0.03256	0.02554	-1.19493	0.5444
Point (-120.34966462088674177 41.30161061965632996)	9861	-0.01107	0.03456	-0.17649	-0.3594
Point (-106.54483777603729777 43.60953403246828941)	9860	-0.03801	0.01813	-1.14128	0.4256
Point (-82.71815672215518589 34.14971125848815348)	9867	-0.00145	0.02553	-1.03896	0.939
Point (-92.92665623820855103 44.51278803405733697)	9866	-0.09483	0.01865	6.10082	-0.0326
Point (-105.01416210048729738 48.85199460154963447)	9865	-0.09172	0.01352	2.05702	7.7962
Point (-77.28355222651597956 37.1031881661288665)	9864	-0.02254	0.01601	0.44002	-0.8218
Point (-104.67528872242026239 35.62694083595022221)	9871	0.00533	0.02217	0.74237	-7.5778
Point (-96.19257080414988081 42.5917470533331084)	9870	-0.08799	0.01265	5.32483	11.7464
Point (-80.04629557242357407 35.42709067811550483)	9869	-0.01611	0.01433	2.43911	5.06781
Point (-83.88336850077148199 45.47363326398567551)	9868	-0.07327	0.03048	2.54629	8.496
Point (-81.41342755525518271 39.10650167314463488)	9971	-0.03455	0.02445	1.81517	19.2542
Point (-123.20679677033987787 46.61329526599577378)	9970	-0.06895	0.01678	5.29568	-13.9762
Point (-99.7755241011538061 40.89607772549436504)	9969	-0.04755	0.02268	0.06472	20.126
Point (-98.59835776033678201 48.24958271427715317)	9968	-0.09242	0.02282	3.0161	6.4882
Point (-93.59059012958562107 40.55055690982806027)	9975	-0.04576	0.0177	3.0116	27.667
Point (-111.19206913327960251 32.65658756552004149)	9974	-0.00983	0.02546	-0.7801	0.677
Point (-98.81775635122478718 37.47014409735882623)	9973	-0.03083	0.00324	0.49215	-12.2942
Point (-111.59997260369031835 34.03822125644766317)	9972	0.0363	0.04886	-7.08551	2.8968
Point (-122.5278685479154035 46.56214499784478278)	9979	-0.05187	0.02153	7.71345	14.19779
Point (-80.91026953119310861 35.06036312044331282)	9978	-0.0034	0.02092	-1.61612	6.035
Point (-111.6854319250405041 31.94286568043591856)	9977	0.0191	0.02301	-3.67936	-2.1002
Point (-117.25129662020435717 48.95550178513327211)	9976	0.00137	0.03974	3.30376	2.747
Point (-121.90562982541131021 39.71054636622366729)	9983	0.01604	0.03045	1.65738	0.2338
Point (-102.87835330436433878 31.96010478257847609)	9982	-0.03729	0.01951	4.03888	16.3454
Point (-86.37938107671165255 32.44525862657627613)	9981	-0.02227	0.02559	3.23475	23.1504
Point (-81.64559652827605873 41.1905404559345385)	9980	-0.0328	0.02923	2.61489	22.2162
Point (-99.24056169390119919 32.98206009159756746)	9955	-0.00741	0.01524	3.93621	-8.4874
Point (-86.13284544767076056 31.38164256949686148)	9954	-0.01094	0.03513	1.81399	9.536
Point (-105.97328070186260618 42.2983706191025135)	9953	-0.03861	0.0073	-0.66067	-0.3344
Point (-77.21228822475693221 38.63492346779184317)	9952	-0.00914	0.02075	-0.03631	-1.0034
Point (-93.81324425279467505 35.59571365755573424)	9959	-0.01859	0.01223	6.2151	2.4754
Point (-110.54428981722335834 36.67867897728531545)	9958	-0.06832	0.01637	-0.15869	3.1854
Point (-83.49500776360568466 38.82026231292439888)	9957	-0.02854	0.02627	-0.06606	14.5236
Point (-85.23340602966027291 41.48475626030315766)	9956	-0.02001	0.03086	-1.16907	0.7528
Point (-111.49816452190154337 46.47096086250674318)	9963	-0.04546	0.02903	-0.95417	2.708
Point (-113.22029888011223875 48.62429067359465762)	9962	-0.05843	0.03518	2.99835	6.3474
Point (-90.18750228173686878 31.04570239803633314)	9961	-0.02082	0.0262	5.85937	19.6756
Point (-123.05288264081492855 39.62590019470465563)	9960	-0.0036	0.04186	2.08402	-13.70441
Point (-88.76415054116023384 41.09384936933610533)	9967	-0.02889	0.03521	2.75949	9.8614
Point (-110.35365701248218784 34.13080435581619554)	9966	-0.03107	0.0402	-2.73504	3.3374
Point (-105.03589318146914877 44.35090713175591759)	9965	-0.05015	0.03839	0.77425	2.0978
Point (-94.31630072509423712 36.05020446637219322)	9964	-0.00696	0.0173	3.41024	6.0832
Point (-79.08556134921381897 40.52407429440421538)	9939	-0.0972	0.03008	-1.48148	16.72601
Point (-94.56360730851078245 41.07115220639371955)	9938	-0.07968	0.01655	3.81477	27.53921
Point (-78.05105720592464991 34.69959113324010502)	9937	-0.07945	0.01142	3.75109	-1.8366
Point (-116.36931026598979599 32.6306391826586264)	9936	0.03045	0.02568	-8.57757	12.1606
Point (-102.59056129522707579 40.45459302006711511)	9943	-0.07012	0.0127	1.52267	12.9268
Point (-109.20478951498657239 33.63285800818381688)	9942	0.06574	0.04668	-1.35112	-0.5374
Point (-96.34295921039554855 42.19062433126455858)	9941	-0.11612	0.01365	6.95587	2.2936
Point (-97.66170103374739142 46.04681130951374257)	9940	-0.09161	0.03091	2.45439	-3.2218
Point (-103.40149661610880116 30.66112623184895369)	9947	-0.03573	0.02954	2.17926	19.0456
Point (-91.83355275421679664 46.6323883052842092)	9946	-0.05971	0.02613	4.70243	8.7532
Point (-99.85146223071546956 33.55391091395742365)	9945	0.00755	0.01939	2.15507	-6.5908
Point (-120.20662439614292794 39.93392499263425321)	9944	-0.01995	0.05387	0.67162	-2.453
Point (-103.05741362072683387 46.74325367906995154)	9951	-0.10281	0.02559	1.58752	-0.4246
Point (-113.63130672097516083 39.56409630429754287)	9950	-0.03061	0.02496	-0.06407	1.105
Point (-74.53828367101320396 43.26387218588349981)	9949	-0.00778	0.02116	0.7583	12.93162
Point (-105.58958113993747929 32.80583574608173336)	9948	0.02796	0.04158	-1.56643	-3.9842
Point (-117.23520000308486999 40.7802537665037903)	9923	-0.00309	0.03147	-0.37692	-2.7596
Point (-111.07474723540809691 40.85855554542868617)	9922	-0.01123	0.04807	-0.17067	10.718
Point (-111.77992316521255134 40.55853812498710909)	9921	-0.00761	0.0479	-0.21536	9.4096
Point (-91.32346023635308541 39.78020465454058296)	9920	-0.04472	0.02854	4.06416	14.60139
Point (-88.44369036082377988 41.49735682723326136)	9927	-0.05498	0.03069	2.34698	9.2054
Point (-106.93127654654801972 39.99374806217763023)	9926	0.00378	0.03127	0.13689	2.6744
Point (-99.89952253287910366 31.19769233546951881)	9925	-0.0504	-0.00227	3.48958	5.551
Point (-79.57479677723978284 35.58418475846554685)	9924	-0.00424	0.02406	1.65045	-0.03059
Point (-115.71549422179026578 44.91030419410344621)	9931	0.00804	0.05555	0.17066	6.0714
Point (-89.74878947346020652 41.09796666991456249)	9930	-0.0545	0.02283	2.69948	12.23061
Point (-118.4893282861869892 44.68574894151574739)	9929	0.04288	0.05672	-0.85301	5.578
Point (-115.77723535613397132 44.28867895216274064)	9928	0.03542	0.04019	-0.06112	10.47141
Point (-96.34361844345193049 31.52980638115872836)	9935	-0.02857	0.01499	2.4088	-19.6388
Point (-82.86656784745973425 44.69003758323559339)	9934				
Point (-112.12196803880608797 39.78259127346125723)	9933	-0.01835	0.02155	-0.21503	0.5928
Point (-100.48319983903445518 43.99002539043867444)	9932	-0.0963	0.01655	2.35343	7.2842
Point (-101.19755210998044959 35.27135250193342131)	9779	0.01678	0.01904	2.33261	-6.6754
Point (-82.4969103428306596 44.06755943425696387)	9778				
Point (-92.45795754795656762 34.81042211078676019)	9777	-0.03091	0.01763	4.06887	31.7308
Point (-88.36623117960397167 33.59347702074394704)	9776	-0.04872	0.03007	-2.71192	18.88699
Point (-98.95349300328925324 28.13258220681850474)	9783	-0.01173	0.02764	3.30378	-5.2926
Point (-103.35736815443644332 40.78937862212542598)	9782	-0.05698	0.01681	2.68557	14.0672
Point (-88.24515305788679598 46.29246061178891125)	9781	-0.04727	0.01843	0.90827	-14.0058
Point (-114.50163360772904753 48.91636956632987676)	9780	0.01078	0.05111	5.26987	21.6452
Point (-106.34911998083040885 44.56707672822399502)	9787	-0.04076	0.04343	-1.05648	3.9476
Point (-112.39080300786781663 38.880183020214794)	9786	-0.04757	0.01698	0.03072	0.1932
Point (-92.20299682035570754 34.0495920229349025)	9785	-0.00289	0.01912	5.27912	19.20901
Point (-112.06956537038780652 37.05871452269789756)	9784	-0.01255	0.03631	-0.37937	0.315
Point (-112.74876432730188469 37.26721818533986408)	9791	-0.01493	0.03831	-0.18809	5.5274
Point (-89.21571629922755164 41.81332457309517281)	9790	-0.05576	0.02843	3.19836	7.0926
Point (-101.69299431585547211 46.03589672892199047)	9789	-0.1174	0.02864	2.96968	9.3756
Point (-119.23134797326093803 36.65078678533062373)	9788	0.00732	0.03434	-2.15911	0.4332
Point (-91.98826379222126093 31.54745281844384408)	9763	-0.016	0.02102	1.18667	-12.5952
Point (-100.95300990108626138 46.52741896136653565)	9762	-0.10816	0.02154	3.82735	4.4484
Point (-118.7952167545088713 46.5385813299927662)	9761	-0.04293	0.03422	0.15232	5.5196
Point (-98.42142733856654502 35.83677700660910403)	9760	-0.03396	0.0016	1.67171	-12.6586
Point (-100.69097541480471136 30.11414255927534001)	9767	0.00112	0.01228	0.00092	-14.9548
Point (-92.27479905159758289 46.75498929245225099)	9766	-0.05419	0.02722	3.49766	-1.6152
Point (-100.62274187791376789 36.91319087922026654)	9765	0.00993	0.01472	1.49605	-6.5206
Point (-90.25717161609682648 43.86154603279567255)	9764	-0.09541	0.02319	2.86628	1.1128
Point (-89.43832713004189827 41.82005431368536108)	9771	-0.0511	0.03416	3.6511	5.731
Point (-121.35547105414654823 46.25127439481640579)	9770	0.0228	0.04983	5.10151	11.729
Point (-83.68425669583558602 32.14240073332525327)	9769	-0.0691	0.02522	3.73329	-8.0892
Point (-117.34327741839395287 42.63344843951450969)	9768	-0.0191	0.04298	-1.15661	3.972
