wkt_geom	fid	id	T_78to14	P_78to14
Point (-76.40499966000000143 40.17499958000005478)	1043	1042	0.02604	0.80444
Point (-76.44666632999999933 40.17499958000005478)	1042	1041	0.02607	-6.8822
Point (-76.44666632999999933 40.21666625000005268)	1002	1001	0.02608	-9.22961
Point (-75.52999959000004537 40.00833290000006315)	1224	1223	0.02609	-32.75793
Point (-76.32166632000000561 39.92499956000006733)	1285	1284	0.0261	51.46777
Point (-75.36333291000005374 39.7583328800000757)	1468	1467	0.02611	84.17371
Point (-75.57166626000004328 39.92499956000006733)	1303	1302	0.02612	-13.56409
Point (-75.696666270000037 40.17499958000005478)	1060	1059	0.02612	-58.16052
Point (-75.52999959000004537 40.50833294000003804)	744	743	0.02615	-5.90405
Point (-75.48833292000004747 39.59166620000008407)	1625	1624	0.02618	83.62146
Point (-75.696666270000037 39.88333289000006943)	1340	1339	0.02618	14.13342
Point (-75.61333293000004119 40.79999963000002339)	462	461	0.02623	48.62488
Point (-76.44666632999999933 40.25833292000005059)	962	961	0.02623	-34.40198
Point (-75.696666270000037 40.42499960000004222)	820	819	0.02624	-52.66541
Point (-75.73833294000003491 40.2999995900000485)	939	938	0.02625	-50.36182
Point (-75.73833294000003491 39.92499956000006733)	1299	1298	0.02629	-0.83594
Point (-76.19666631000001189 40.00833290000006315)	1208	1207	0.02629	56.69507
Point (-75.52999959000004537 39.96666623000006524)	1264	1263	0.02629	-19.05078
Point (-75.77999961000003282 40.79999963000002339)	458	457	0.0263	-51.48584
Point (-76.36333299000000352 41.17499966000000455)	84	83	0.0263	-73.862
Point (-76.40499966000000143 40.21666625000005268)	1003	1002	0.02631	-0.54016
Point (-75.44666625000004956 39.96666623000006524)	1266	1265	0.02631	-18.90625
Point (-75.73833294000003491 39.96666623000006524)	1259	1258	0.02633	-30.06335
Point (-75.07166622000006839 39.67499954000007989)	1555	1554	0.02634	62.30432
Point (-76.40499966000000143 40.42499960000004222)	803	802	0.02634	-55.77405
Point (-75.44666625000004956 39.59166620000008407)	1626	1625	0.0264	77.13123
Point (-76.44666632999999933 40.13333291000005687)	1082	1081	0.0264	-8.33923
Point (-76.2383329800000098 40.17499958000005478)	1047	1046	0.02643	33.77686
Point (-75.44666625000004956 40.13333291000005687)	1106	1105	0.02643	-11.67834
Point (-75.65499960000003909 39.88333289000006943)	1341	1340	0.02645	-5.64136
Point (-75.27999957000005793 40.09166624000005896)	1150	1149	0.02647	-22.81042
Point (-76.2799996500000077 40.21666625000005268)	1006	1005	0.02652	30.00281
Point (-76.32166632000000561 40.21666625000005268)	1005	1004	0.02653	14.54077
Point (-76.36333299000000352 40.21666625000005268)	1004	1003	0.02653	4.97729
Point (-75.98833296000002235 39.88333289000006943)	1333	1332	0.02653	9.0896
Point (-75.696666270000037 39.79999955000007361)	1420	1419	0.02655	39.86926
Point (-76.44666632999999933 40.46666627000004013)	762	761	0.02656	-68.37561
Point (-75.48833292000004747 40.00833290000006315)	1225	1224	0.02656	-31.61096
Point (-75.52999959000004537 39.59166620000008407)	1624	1623	0.02657	91.56165
Point (-76.48833299999999724 40.50833294000003804)	721	720	0.02659	-82.53418
Point (-75.696666270000037 40.75833296000002548)	500	499	0.02663	-24.41833
Point (-75.44666625000004956 40.04999957000006106)	1186	1185	0.02663	-18.82629
Point (-76.40499966000000143 40.38333293000004431)	843	842	0.02664	-51.49426
Point (-75.15499956000006421 39.7583328800000757)	1473	1472	0.02667	21.224
Point (-76.11333297000001608 39.92499956000006733)	1290	1289	0.0267	14.64685
Point (-75.57166626000004328 40.59166628000003385)	663	662	0.02672	28.67712
Point (-75.65499960000003909 40.75833296000002548)	501	500	0.02673	-12.78174
Point (-75.65499960000003909 40.50833294000003804)	741	740	0.02673	-16.93042
Point (-75.40499958000005165 39.7166662100000778)	1507	1506	0.02673	82.02612
Point (-75.1133328900000663 39.7166662100000778)	1514	1513	0.02673	42.18542
Point (-75.61333293000004119 40.63333295000003176)	622	621	0.02677	35.28076
Point (-75.696666270000037 39.84166622000007152)	1380	1379	0.02677	18.98389
Point (-75.57166626000004328 39.88333289000006943)	1343	1342	0.02679	-18.64844
Point (-75.23833290000006002 40.04999957000006106)	1191	1190	0.02682	-42.61902
Point (-75.61333293000004119 40.67499962000002967)	582	581	0.02683	28.34424
Point (-75.48833292000004747 39.96666623000006524)	1265	1264	0.02685	-17.40039
Point (-75.696666270000037 39.67499954000007989)	1540	1539	0.02686	107.31165
Point (-75.61333293000004119 39.88333289000006943)	1342	1341	0.02686	-17.77539
Point (-76.36333299000000352 39.96666623000006524)	1244	1243	0.02686	24.26526
Point (-75.44666625000004956 39.63333287000008198)	1586	1585	0.02691	66.672
Point (-75.44666625000004956 39.7166662100000778)	1506	1505	0.02691	67.59729
Point (-76.40499966000000143 40.2999995900000485)	923	922	0.02693	-35.82483
Point (-75.40499958000005165 39.92499956000006733)	1307	1306	0.02694	-9.76575
Point (-75.696666270000037 40.13333291000005687)	1100	1099	0.02694	-29.29797
Point (-75.48833292000004747 39.63333287000008198)	1585	1584	0.02696	73.19055
Point (-75.40499958000005165 39.59166620000008407)	1627	1626	0.02696	70.72388
Point (-75.696666270000037 40.04999957000006106)	1180	1179	0.02697	-36.15417
Point (-75.02999955000007049 40.09166624000005896)	1156	1155	0.02697	-61.00842
Point (-76.19666631000001189 40.04999957000006106)	1168	1167	0.027	44.15833
Point (-76.2799996500000077 41.21666633000000246)	46	45	0.02701	-68.69958
Point (-75.44666625000004956 40.00833290000006315)	1226	1225	0.02703	-26.59546
Point (-75.61333293000004119 40.75833296000002548)	502	501	0.02705	15.84619
Point (-75.36333291000005374 39.7166662100000778)	1508	1507	0.02705	86.03699
Point (-75.73833294000003491 40.34166626000004641)	899	898	0.02706	-58.47461
Point (-75.696666270000037 40.46666627000004013)	780	779	0.02706	-44.40942
Point (-76.40499966000000143 40.34166626000004641)	883	882	0.02707	-39.02014
Point (-75.32166624000005584 39.7166662100000778)	1509	1508	0.02707	77.01697
Point (-76.40499966000000143 40.25833292000005059)	963	962	0.02708	-33.05823
Point (-75.40499958000005165 39.67499954000007989)	1547	1546	0.0271	74.47144
Point (-75.36333291000005374 39.59166620000008407)	1628	1627	0.0271	69.14917
Point (-76.32166632000000561 41.17499966000000455)	85	84	0.02712	-77.91663
Point (-75.696666270000037 39.7583328800000757)	1460	1459	0.02712	63.94531
Point (-75.36333291000005374 39.67499954000007989)	1548	1547	0.02713	73.55835
Point (-75.48833292000004747 40.54999961000003594)	705	704	0.02713	17.19177
Point (-75.40499958000005165 39.96666623000006524)	1267	1266	0.02713	-18.12476
Point (-75.73833294000003491 40.75833296000002548)	499	498	0.02716	-37.57178
Point (-75.696666270000037 40.09166624000005896)	1140	1139	0.02716	-17.95679
Point (-75.40499958000005165 39.63333287000008198)	1587	1586	0.02717	62.91638
Point (-75.61333293000004119 40.59166628000003385)	662	661	0.02717	25.83875
Point (-75.44666625000004956 39.67499954000007989)	1546	1545	0.02723	64.896
Point (-75.32166624000005584 39.67499954000007989)	1549	1548	0.02723	59.50281
Point (-76.2383329800000098 40.21666625000005268)	1007	1006	0.02723	17.87598
Point (-76.36333299000000352 40.25833292000005059)	964	963	0.02723	-33.13855
Point (-75.32166624000005584 39.7583328800000757)	1469	1468	0.02723	74.03162
Point (-75.52999959000004537 39.84166622000007152)	1384	1383	0.02723	-19.78137
Point (-76.36333299000000352 40.38333293000004431)	844	843	0.02724	-81.44934
Point (-76.48833299999999724 40.54999961000003594)	681	680	0.02724	-98.62292
Point (-75.36333291000005374 40.17499958000005478)	1068	1067	0.02725	6.92798
Point (-75.52999959000004537 39.63333287000008198)	1584	1583	0.02731	82.00342
Point (-75.73833294000003491 40.84166630000002129)	419	418	0.02732	-76.48816
Point (-75.1133328900000663 39.63333287000008198)	1594	1593	0.02735	74.45605
Point (-75.32166624000005584 39.59166620000008407)	1629	1628	0.02739	64.66821
Point (-76.32166632000000561 40.25833292000005059)	965	964	0.0274	-12.62183
Point (-75.696666270000037 39.7166662100000778)	1500	1499	0.02741	82.42029
Point (-76.15499964000001398 39.96666623000006524)	1249	1248	0.02741	53.58459
Point (-75.48833292000004747 39.7583328800000757)	1465	1464	0.02742	11.51563
Point (-75.40499958000005165 40.00833290000006315)	1227	1226	0.02742	-15.8822
Point (-75.61333293000004119 40.50833294000003804)	742	741	0.02744	-12.34082
Point (-75.27999957000005793 39.7166662100000778)	1510	1509	0.02744	62.5874
Point (-75.94666629000002445 39.88333289000006943)	1334	1333	0.02746	3.78137
Point (-75.77999961000003282 39.92499956000006733)	1298	1297	0.02746	-24.4281
Point (-75.61333293000004119 40.71666629000002757)	542	541	0.02747	-5.24976
Point (-75.73833294000003491 40.38333293000004431)	859	858	0.02748	-68.39514
Point (-75.696666270000037 40.50833294000003804)	740	739	0.02751	-25.19019
Point (-76.44666632999999933 40.50833294000003804)	722	721	0.02751	-108.93347
Point (-76.2799996500000077 40.25833292000005059)	966	965	0.02752	-0.32739
Point (-76.40499966000000143 40.46666627000004013)	763	762	0.02755	-74.98499
Point (-75.73833294000003491 40.00833290000006315)	1219	1218	0.02757	-48.94788
Point (-75.27999957000005793 40.04999957000006106)	1190	1189	0.02758	-20.06067
Point (-75.77999961000003282 40.84166630000002129)	418	417	0.02762	-87.53357
Point (-75.44666625000004956 40.09166624000005896)	1146	1145	0.02764	-11.99683
Point (-75.27999957000005793 39.67499954000007989)	1550	1549	0.02765	40.75806
Point (-75.65499960000003909 40.59166628000003385)	661	660	0.02767	5.91284
Point (-75.07166622000006839 40.09166624000005896)	1155	1154	0.02767	-55.77637
Point (-76.36333299000000352 40.34166626000004641)	884	883	0.02768	-53.70093
Point (-75.61333293000004119 40.54999961000003594)	702	701	0.02768	15.85034
Point (-75.57166626000004328 40.50833294000003804)	743	742	0.02768	-11.56079
Point (-76.2799996500000077 41.17499966000000455)	86	85	0.02769	-67.1861
Point (-75.57166626000004328 40.71666629000002757)	543	542	0.02769	9.98181
Point (-75.65499960000003909 40.67499962000002967)	581	580	0.02769	26.79871
Point (-75.36333291000005374 39.63333287000008198)	1588	1587	0.02774	56.37085
Point (-75.57166626000004328 40.75833296000002548)	503	502	0.02774	35.53723
Point (-76.32166632000000561 40.38333293000004431)	845	844	0.02774	-98.45422
Point (-76.36333299000000352 40.2999995900000485)	924	923	0.02775	-31.26501
Point (-75.65499960000003909 40.71666629000002757)	541	540	0.02776	-2.09753
Point (-75.65499960000003909 40.63333295000003176)	621	620	0.02776	24.89966
Point (-75.90499962000002654 39.88333289000006943)	1335	1334	0.02776	-14.91199
Point (-75.1133328900000663 39.67499954000007989)	1554	1553	0.02777	56.81726
Point (-75.32166624000005584 39.63333287000008198)	1589	1588	0.02778	44.66101
Point (-76.19666631000001189 40.17499958000005478)	1048	1047	0.02778	-5.79541
Point (-76.36333299000000352 40.42499960000004222)	804	803	0.02779	-81.15063
Point (-76.32166632000000561 40.34166626000004641)	885	884	0.02781	-62.14233
Point (-75.65499960000003909 40.54999961000003594)	701	700	0.02782	4.0166
Point (-76.19666631000001189 40.21666625000005268)	1008	1007	0.02784	-4.73059
Point (-76.32166632000000561 40.2999995900000485)	925	924	0.02787	-22.08337
Point (-75.48833292000004747 39.67499954000007989)	1545	1544	0.0279	65.39673
Point (-75.73833294000003491 40.25833292000005059)	979	978	0.02792	-47.96875
Point (-75.57166626000004328 40.79999963000002339)	463	462	0.02793	61.26624
Point (-75.73833294000003491 40.42499960000004222)	819	818	0.02796	-49.8114
Point (-75.36333291000005374 39.88333289000006943)	1348	1347	0.02796	39.59424
Point (-75.77999961000003282 40.75833296000002548)	498	497	0.02797	-38.47754
Point (-75.82166628000003072 40.79999963000002339)	457	456	0.02798	-62.12402
Point (-75.696666270000037 40.71666629000002757)	540	539	0.02801	-8.08643
Point (-76.07166630000001817 39.92499956000006733)	1291	1290	0.02804	0.29443
Point (-75.27999957000005793 39.59166620000008407)	1630	1629	0.02806	59.2207
Point (-75.19666623000006211 39.79999955000007361)	1432	1431	0.02806	13.85278
Point (-75.19666623000006211 39.7583328800000757)	1472	1471	0.02807	20.38782
Point (-75.27999957000005793 39.63333287000008198)	1590	1589	0.02809	34.72717
Point (-75.32166624000005584 39.79999955000007361)	1429	1428	0.02809	75.30908
Point (-76.2383329800000098 40.25833292000005059)	967	966	0.02812	-3.55493
Point (-75.48833292000004747 39.7166662100000778)	1505	1504	0.02814	54.34253
Point (-75.73833294000003491 40.21666625000005268)	1019	1018	0.02819	-48.53564
Point (-75.36333291000005374 40.00833290000006315)	1228	1227	0.0282	-8.87964
Point (-75.32166624000005584 40.04999957000006106)	1189	1188	0.02822	-9.83655
Point (-75.23833290000006002 39.63333287000008198)	1591	1590	0.02824	34.35852
Point (-75.15499956000006421 39.63333287000008198)	1593	1592	0.02824	51.45618
Point (-75.23833290000006002 39.67499954000007989)	1551	1550	0.02827	25.60681
Point (-75.65499960000003909 39.84166622000007152)	1381	1380	0.02828	-5.34875
Point (-75.73833294000003491 40.17499958000005478)	1059	1058	0.0283	-44.99646
Point (-75.696666270000037 40.54999961000003594)	700	699	0.02831	-9.69385
Point (-75.696666270000037 40.84166630000002129)	420	419	0.02834	-62.71985
Point (-75.27999957000005793 39.7583328800000757)	1470	1469	0.02838	61.42981
Point (-75.73833294000003491 40.71666629000002757)	539	538	0.02839	-22.42871
Point (-75.696666270000037 40.63333295000003176)	620	619	0.0284	8.35645
Point (-76.19666631000001189 40.13333291000005687)	1088	1087	0.02843	16.00061
Point (-75.57166626000004328 39.63333287000008198)	1583	1582	0.02844	93.74768
Point (-75.696666270000037 40.59166628000003385)	660	659	0.02845	-8.00757
Point (-75.696666270000037 40.67499962000002967)	580	579	0.02848	13.2395
Point (-75.57166626000004328 39.84166622000007152)	1383	1382	0.02849	-21.49365
Point (-75.19666623000006211 39.63333287000008198)	1592	1591	0.0285	40.9425
Point (-76.19666631000001189 40.09166624000005896)	1128	1127	0.02851	31.41931
Point (-75.23833290000006002 39.7166662100000778)	1511	1510	0.02852	31.74109
Point (-75.65499960000003909 39.79999955000007361)	1421	1420	0.02856	33.85864
Point (-75.73833294000003491 40.50833294000003804)	739	738	0.02863	-20.85596
Point (-75.61333293000004119 39.84166622000007152)	1382	1381	0.02863	-15.54089
Point (-75.73833294000003491 40.54999961000003594)	699	698	0.02866	-5.29944
Point (-76.32166632000000561 41.13333299000000665)	125	124	0.0287	-90.16455
Point (-75.73833294000003491 40.46666627000004013)	779	778	0.0287	-43.2926
Point (-75.23833290000006002 39.7583328800000757)	1471	1470	0.0287	35.12085
Point (-75.82166628000003072 40.84166630000002129)	417	416	0.02871	-81.95117
Point (-76.40499966000000143 40.50833294000003804)	723	722	0.02871	-113.33533
Point (-75.32166624000005584 40.00833290000006315)	1229	1228	0.02871	-6.12378
Point (-76.32166632000000561 40.42499960000004222)	805	804	0.02872	-102.13416
Point (-75.40499958000005165 40.04999957000006106)	1187	1186	0.02872	-8.38159
Point (-75.27999957000005793 40.00833290000006315)	1230	1229	0.02874	-13.54163
Point (-75.77999961000003282 40.2999995900000485)	938	937	0.02875	-43.57458
Point (-76.2799996500000077 41.13333299000000665)	126	125	0.02879	-100.48016
Point (-76.36333299000000352 40.46666627000004013)	764	763	0.02881	-70.28906
Point (-75.73833294000003491 40.04999957000006106)	1179	1178	0.02882	-43.67004
Point (-76.44666632999999933 40.54999961000003594)	682	681	0.02883	-77.27197
Point (-75.19666623000006211 39.59166620000008407)	1632	1631	0.02885	64.91699
Point (-76.19666631000001189 40.25833292000005059)	968	967	0.02887	-6.67773
Point (-76.2799996500000077 40.2999995900000485)	926	925	0.02888	-24.77576
Point (-75.73833294000003491 40.13333291000005687)	1099	1098	0.02889	-20.98413
Point (-75.23833290000006002 39.59166620000008407)	1631	1630	0.02891	59.37549
Point (-76.2799996500000077 40.34166626000004641)	886	885	0.02891	-52.13379
Point (-76.2799996500000077 40.38333293000004431)	846	845	0.02893	-84.08618
Point (-75.57166626000004328 40.54999961000003594)	703	702	0.02897	19.37634
Point (-75.65499960000003909 39.7583328800000757)	1461	1460	0.029	39.34937
Point (-75.77999961000003282 40.25833292000005059)	978	977	0.02903	-47.77393
Point (-75.19666623000006211 39.7166662100000778)	1512	1511	0.02908	10.74658
Point (-75.82166628000003072 39.92499956000006733)	1297	1296	0.02908	-40.85437
Point (-76.2383329800000098 41.17499966000000455)	87	86	0.02909	-68.15973
Point (-75.73833294000003491 40.67499962000002967)	579	578	0.02909	-0.10437
Point (-75.52999959000004537 39.67499954000007989)	1544	1543	0.02912	65.97705
Point (-75.82166628000003072 40.75833296000002548)	497	496	0.02913	-47.07996
Point (-75.19666623000006211 39.92499956000006733)	1312	1311	0.02913	47.39697
Point (-75.77999961000003282 40.71666629000002757)	538	537	0.02914	-31.45483
Point (-75.19666623000006211 39.67499954000007989)	1552	1551	0.02917	18.40088
Point (-75.15499956000006421 39.7166662100000778)	1513	1512	0.02918	19.07471
Point (-75.52999959000004537 40.54999961000003594)	704	703	0.0292	24.56946
Point (-75.36333291000005374 39.96666623000006524)	1268	1267	0.0292	-11.55115
Point (-75.73833294000003491 40.63333295000003176)	619	618	0.02921	4.65149
Point (-76.15499964000001398 40.00833290000006315)	1209	1208	0.02921	48.28479
Point (-75.65499960000003909 40.84166630000002129)	421	420	0.02923	-49.83936
Point (-75.77999961000003282 40.34166626000004641)	898	897	0.02923	-48.84558
Point (-75.19666623000006211 39.84166622000007152)	1392	1391	0.02923	42.48999
Point (-75.36333291000005374 40.04999957000006106)	1188	1187	0.02923	-6.88196
Point (-75.61333293000004119 39.63333287000008198)	1582	1581	0.02927	96.77478
Point (-75.19666623000006211 40.00833290000006315)	1232	1231	0.02929	-27.00562
Point (-75.36333291000005374 39.92499956000006733)	1308	1307	0.02931	3.36792
Point (-76.11333297000001608 39.96666623000006524)	1250	1249	0.02932	37.26221
Point (-76.15499964000001398 40.21666625000005268)	1009	1008	0.02933	-16.396
Point (-75.73833294000003491 40.59166628000003385)	659	658	0.02933	-6.87097
Point (-75.15499956000006421 39.67499954000007989)	1553	1552	0.02935	28.61902
Point (-75.52999959000004537 39.7166662100000778)	1504	1503	0.02936	47.64746
Point (-75.61333293000004119 40.84166630000002129)	422	421	0.0294	-23.28345
Point (-76.2383329800000098 41.21666633000000246)	47	46	0.02942	-54.24683
Point (-76.36333299000000352 41.13333299000000665)	124	123	0.02946	-97.77875
Point (-75.73833294000003491 40.09166624000005896)	1139	1138	0.02948	-12.88098
Point (-76.02999963000002026 39.92499956000006733)	1292	1291	0.0295	-8.79163
Point (-76.2383329800000098 40.34166626000004641)	887	886	0.02951	-42.67383
Point (-75.57166626000004328 40.84166630000002129)	423	422	0.02953	19.51819
Point (-76.2383329800000098 41.25833300000000037)	7	6	0.02954	-74.67004
Point (-76.2383329800000098 40.2999995900000485)	927	926	0.02958	-26.02234
Point (-75.23833290000006002 40.00833290000006315)	1231	1230	0.02962	-30.06934
Point (-76.15499964000001398 40.17499958000005478)	1049	1048	0.02965	-26.17261
Point (-75.77999961000003282 40.50833294000003804)	738	737	0.02968	-8.87695
Point (-76.40499966000000143 40.54999961000003594)	683	682	0.0297	-78.95374
Point (-75.19666623000006211 39.88333289000006943)	1352	1351	0.02972	67.05359
Point (-75.32166624000005584 40.09166624000005896)	1149	1148	0.02975	-8.32056
Point (-75.32166624000005584 39.96666623000006524)	1269	1268	0.02982	-6.297
Point (-75.77999961000003282 40.46666627000004013)	778	777	0.02983	-31.82117
Point (-76.48833299999999724 40.59166628000003385)	641	640	0.02984	-122.46484
Point (-75.77999961000003282 40.67499962000002967)	578	577	0.02988	-1.55249
Point (-76.2383329800000098 41.13333299000000665)	127	126	0.02991	-104.13159
Point (-75.77999961000003282 40.38333293000004431)	858	857	0.02991	-57.77698
Point (-75.77999961000003282 40.54999961000003594)	698	697	0.02992	-4.37268
Point (-76.2383329800000098 40.38333293000004431)	847	846	0.02997	-61.94092
Point (-76.32166632000000561 40.46666627000004013)	765	764	0.03001	-77.86584
Point (-75.52999959000004537 39.79999955000007361)	1424	1423	0.03001	-34.76904
Point (-75.77999961000003282 40.21666625000005268)	1018	1017	0.03004	-44.98438
Point (-76.19666631000001189 41.17499966000000455)	88	87	0.03005	-83.04639
Point (-75.32166624000005584 40.13333291000005687)	1109	1108	0.03005	21.83813
Point (-76.07166630000001817 40.38333293000004431)	851	850	0.03007	-21.2041
Point (-75.23833290000006002 39.79999955000007361)	1431	1430	0.0301	26.59277
Point (-75.77999961000003282 40.42499960000004222)	818	817	0.03011	-38.94104
Point (-75.77999961000003282 40.59166628000003385)	658	657	0.03013	-10.04602
Point (-75.86333295000002863 40.79999963000002339)	456	455	0.03014	-90.99878
Point (-75.77999961000003282 40.13333291000005687)	1098	1097	0.03014	-24.40076
Point (-76.15499964000001398 40.25833292000005059)	969	968	0.03015	-9.052
Point (-75.52999959000004537 39.7583328800000757)	1464	1463	0.03018	-8.65198
Point (-75.32166624000005584 39.84166622000007152)	1389	1388	0.03019	87.07483
Point (-75.77999961000003282 39.96666623000006524)	1258	1257	0.0302	-43.08704
Point (-75.82166628000003072 40.71666629000002757)	537	536	0.0303	-43.94409
Point (-75.57166626000004328 39.7166662100000778)	1503	1502	0.03031	40.37695
Point (-76.19666631000001189 40.2999995900000485)	928	927	0.03034	-32.45703
Point (-76.36333299000000352 40.50833294000003804)	724	723	0.03044	-100.37854
Point (-76.40499966000000143 41.13333299000000665)	123	122	0.03046	-103.29572
Point (-75.77999961000003282 40.17499958000005478)	1058	1057	0.03047	-34.16614
Point (-76.2799996500000077 40.42499960000004222)	806	805	0.03048	-97.07556
Point (-75.65499960000003909 39.7166662100000778)	1501	1500	0.03048	60.9585
Point (-75.77999961000003282 40.8833329700000192)	378	377	0.0305	-102.32642
Point (-75.27999957000005793 39.96666623000006524)	1270	1269	0.03051	-2.49048
Point (-75.82166628000003072 40.8833329700000192)	377	376	0.03052	-88.90576
Point (-75.27999957000005793 39.79999955000007361)	1430	1429	0.03052	53.72205
Point (-76.07166630000001817 39.96666623000006524)	1251	1250	0.03052	12.06824
Point (-75.77999961000003282 40.63333295000003176)	618	617	0.03053	4.24988
Point (-75.57166626000004328 39.67499954000007989)	1543	1542	0.03058	74.03638
Point (-75.86333295000002863 40.84166630000002129)	416	415	0.03063	-61.30701
Point (-75.98833296000002235 39.92499956000006733)	1293	1292	0.03067	0.78479
Point (-76.19666631000001189 41.13333299000000665)	128	127	0.03068	-105.77197
Point (-75.19666623000006211 39.96666623000006524)	1272	1271	0.03068	0.65967
Point (-76.36333299000000352 40.54999961000003594)	684	683	0.03074	-89.37976
Point (-76.19666631000001189 40.34166626000004641)	888	887	0.03078	-44.30798
Point (-75.82166628000003072 40.25833292000005059)	977	976	0.03082	-46.03943
Point (-76.11333297000001608 40.38333293000004431)	850	849	0.03088	-20.63843
Point (-76.44666632999999933 40.59166628000003385)	642	641	0.03088	-126.81262
Point (-76.15499964000001398 40.34166626000004641)	889	888	0.03094	-46.65295
Point (-76.19666631000001189 41.21666633000000246)	48	47	0.03095	-62.40503
Point (-75.61333293000004119 39.79999955000007361)	1422	1421	0.03095	16.11182
Point (-76.15499964000001398 40.2999995900000485)	929	928	0.03098	-33.65308
Point (-75.61333293000004119 39.7583328800000757)	1462	1461	0.03098	20.21399
Point (-75.82166628000003072 40.50833294000003804)	737	736	0.03104	3.65723
Point (-75.86333295000002863 40.75833296000002548)	496	495	0.03106	-70.24915
Point (-76.19666631000001189 40.38333293000004431)	848	847	0.03106	-43.18762
Point (-76.32166632000000561 41.09166632000000874)	165	164	0.0311	-120.78436
Point (-75.82166628000003072 40.34166626000004641)	897	896	0.0311	-36.67798
Point (-76.40499966000000143 40.59166628000003385)	643	642	0.03111	-107.80896
Point (-76.2799996500000077 40.46666627000004013)	766	765	0.03112	-81.25793
Point (-76.19666631000001189 41.25833300000000037)	8	7	0.03113	-69.84778
Point (-75.82166628000003072 40.46666627000004013)	777	776	0.03114	-17.33667
Point (-75.82166628000003072 40.54999961000003594)	697	696	0.03119	0.50439
Point (-75.82166628000003072 40.67499962000002967)	577	576	0.03121	-10.37
Point (-75.61333293000004119 39.7166662100000778)	1502	1501	0.03124	47.91309
Point (-76.15499964000001398 41.17499966000000455)	89	88	0.03126	-92.57397
Point (-75.77999961000003282 40.09166624000005896)	1138	1137	0.03127	-31.92261
Point (-76.32166632000000561 40.54999961000003594)	685	684	0.03128	-100.42883
Point (-75.73833294000003491 40.8833329700000192)	379	378	0.0313	-93.52869
Point (-75.82166628000003072 40.2999995900000485)	937	936	0.03132	-29.73657
Point (-76.32166632000000561 40.50833294000003804)	725	724	0.03134	-101.22119
Point (-75.77999961000003282 40.04999957000006106)	1178	1177	0.03135	-59.09497
Point (-76.2383329800000098 40.42499960000004222)	807	806	0.03138	-82.58032
Point (-75.77999961000003282 40.00833290000006315)	1218	1217	0.03141	-65.49133
Point (-76.15499964000001398 40.38333293000004431)	849	848	0.03143	-29.12207
Point (-75.82166628000003072 40.13333291000005687)	1097	1096	0.03145	-23.11609
Point (-75.82166628000003072 40.59166628000003385)	657	656	0.03146	-8.23804
Point (-75.86333295000002863 40.8833329700000192)	376	375	0.03147	-70.12329
Point (-76.2799996500000077 41.09166632000000874)	166	165	0.03149	-92.9436
Point (-75.82166628000003072 40.63333295000003176)	617	616	0.0315	-2.44458
Point (-76.11333297000001608 40.00833290000006315)	1210	1209	0.03157	32.22705
Point (-75.65499960000003909 39.67499954000007989)	1541	1540	0.03166	92.76147
Point (-76.19666631000001189 40.8833329700000192)	368	367	0.03171	-43.71033
Point (-76.11333297000001608 40.34166626000004641)	890	889	0.03171	-23.56824
Point (-75.86333295000002863 39.92499956000006733)	1296	1295	0.03171	-37.26758
Point (-76.2799996500000077 40.50833294000003804)	726	725	0.03172	-114.59216
Point (-75.23833290000006002 39.92499956000006733)	1311	1310	0.03174	43.11084
Point (-76.11333297000001608 40.21666625000005268)	1010	1009	0.03175	-21.27026
Point (-76.15499964000001398 40.13333291000005687)	1089	1088	0.03175	-3.93701
Point (-76.36333299000000352 40.59166628000003385)	644	643	0.03178	-98.62476
Point (-75.82166628000003072 40.21666625000005268)	1017	1016	0.03181	-41.69751
Point (-76.11333297000001608 40.2999995900000485)	930	929	0.03182	-21.69556
Point (-75.23833290000006002 39.96666623000006524)	1271	1270	0.03182	-2.98926
Point (-75.86333295000002863 40.71666629000002757)	536	535	0.03183	-55.63196
Point (-75.57166626000004328 39.7583328800000757)	1463	1462	0.03185	-0.76318
Point (-75.32166624000005584 39.92499956000006733)	1309	1308	0.03185	19.28369
Point (-76.11333297000001608 40.25833292000005059)	970	969	0.03186	-10.02283
Point (-76.15499964000001398 40.04999957000006106)	1169	1168	0.03187	38.41919
Point (-75.82166628000003072 40.38333293000004431)	857	856	0.03188	-44.60815
Point (-75.57166626000004328 39.79999955000007361)	1423	1422	0.03188	-23.47327
Point (-76.02999963000002026 39.96666623000006524)	1252	1251	0.03188	-1.1886
Point (-76.11333297000001608 40.17499958000005478)	1050	1049	0.03189	-20.70728
Point (-76.15499964000001398 41.21666633000000246)	49	48	0.03191	-78.38818
Point (-76.11333297000001608 40.84166630000002129)	410	409	0.03192	-98.65137
Point (-76.11333297000001608 40.42499960000004222)	810	809	0.03194	-24.08997
Point (-75.82166628000003072 40.09166624000005896)	1137	1136	0.03196	-36.50623
Point (-76.15499964000001398 41.25833300000000037)	9	8	0.03197	-75.23181
Point (-76.15499964000001398 40.84166630000002129)	409	408	0.03199	-96.1377
Point (-76.07166630000001817 40.42499960000004222)	811	810	0.032	-26.25903
Point (-76.32166632000000561 40.59166628000003385)	645	644	0.03203	-92.81238
Point (-76.36333299000000352 41.09166632000000874)	164	163	0.03205	-133.95056
Point (-76.2799996500000077 40.54999961000003594)	686	685	0.03205	-103.55225
