param,mean,median,1.000_CI_LB,1.000_CI_UB
zeta-quantile_param_1457,0.836370,0.867433,0.415523,0.957162
zeta-quantile_param_1458,0.096295,0.095210,0.013862,0.193136
zeta-quantile_param_1459,0.186725,0.186936,0.022337,0.569678
zeta-quantile_param_1460,0.795084,0.815686,0.569825,0.948902
zeta-quantile_param_1461,0.261514,0.217901,0.071509,0.651994
zeta-quantile_param_1462,0.251249,0.223803,0.032706,0.565972
zeta-quantile_param_1463,0.571993,0.600879,0.346469,0.749977
zeta-quantile_param_1464,0.869553,0.887450,0.651515,0.970814
zeta-quantile_param_1465,0.499022,0.525740,0.142158,0.805984
zeta-quantile_param_1466,0.744940,0.824755,0.193067,0.977077
zeta-quantile_param_1467,0.760905,0.798023,0.433826,0.979345
zeta-quantile_param_1468,0.430384,0.389961,0.125015,0.801884
zeta-quantile_param_1469,0.923158,0.935515,0.704519,0.983299
zeta-quantile_param_1470,0.375405,0.456826,0.011985,0.794923
zeta-quantile_param_1471,0.219593,0.209431,0.087502,0.423403
zeta-quantile_param_1472,0.790060,0.869633,0.403383,0.978275
zeta-quantile_param_1473,0.649610,0.663103,0.342567,0.898837
zeta-quantile_param_1474,0.727416,0.799985,0.203743,0.993848
zeta-quantile_param_1475,0.805806,0.857655,0.353680,0.993618
zeta-quantile_param_1476,0.313126,0.249825,0.049899,0.935429
zeta-quantile_param_1477,0.452532,0.533659,0.028974,0.766284
zeta-quantile_param_1478,0.815687,0.833126,0.569620,0.963866
zeta-quantile_param_1479,0.771732,0.797807,0.407384,0.981847
zeta-quantile_param_1480,0.861539,0.863270,0.657032,0.980379
zeta-quantile_param_1481,0.538030,0.520725,0.224015,0.887990
zeta-quantile_param_1482,0.091033,0.084700,0.010120,0.231153
zeta-quantile_param_1483,0.563156,0.545913,0.195445,0.900429
zeta-quantile_param_1484,0.620966,0.746030,0.050306,0.975950
zeta-quantile_param_1485,0.114595,0.069570,0.009756,0.618219
zeta-quantile_param_1486,0.788168,0.865521,0.199875,0.997627
zeta-quantile_param_1487,0.660377,0.628143,0.166626,0.980010
zeta-quantile_param_1488,0.490275,0.538166,0.040528,0.956767
zeta-quantile_param_1489,0.075594,0.046579,0.001650,0.396001
zeta-quantile_param_1490,0.496447,0.486557,0.006703,0.979534
zeta-quantile_param_1491,0.733245,0.804528,0.131974,0.986396
zeta-quantile_param_1492,0.683483,0.696470,0.301523,0.998003
zeta-quantile_param_1493,0.816994,0.911552,0.201268,0.999091
zeta-quantile_param_1494,0.627722,0.624690,0.364835,0.898662
zeta-quantile_param_1495,0.854688,0.864922,0.654056,0.976254
zeta-quantile_param_1496,0.602446,0.620270,0.220627,0.916686
zeta-quantile_param_1497,0.644360,0.630388,0.308005,0.884238
zeta-quantile_param_1498,0.445375,0.418263,0.079555,0.886931
zeta-quantile_param_1499,0.853669,0.870752,0.635578,0.967441
zeta-quantile_param_1500,0.570460,0.573184,0.356617,0.771623
zeta-quantile_param_1501,0.077819,0.063214,0.002003,0.378577
zeta-quantile_param_1502,0.730154,0.764925,0.239444,0.978230
zeta-quantile_param_1503,0.157458,0.087397,0.000634,0.954076
zeta-quantile_param_1504,0.354358,0.234421,0.001717,0.996613
zeta-quantile_param_1505,0.152730,0.099958,0.002024,0.857739
zeta-quantile_param_1506,0.288389,0.305994,0.000011,0.872040
zeta-quantile_param_1507,0.505889,0.490353,0.130202,0.944132
zeta-quantile_param_1508,0.263748,0.195788,0.000502,0.987599
zeta-quantile_param_1509,0.455822,0.396019,0.014403,0.990374
zeta-quantile_param_1510,0.377791,0.369340,0.008493,0.947850
zeta-quantile_param_1511,0.449697,0.446761,0.000730,0.989740
zeta-quantile_param_1512,0.105903,0.077624,0.001789,0.419504
zeta-quantile_param_1513,0.267140,0.250930,0.011683,0.788183
zeta-quantile_param_1514,0.538391,0.593498,0.036276,0.947415
zeta-quantile_param_1515,0.389219,0.493246,0.030698,0.739364
zeta-quantile_param_1516,0.410744,0.318360,0.024587,0.983243
zeta-quantile_param_1517,0.765335,0.859726,0.166342,0.998922
zeta-quantile_param_1518,0.789171,0.816009,0.281527,0.996933
zeta-quantile_param_1519,0.656295,0.648956,0.020769,0.999477
zeta-quantile_param_1520,0.426817,0.329179,0.002254,0.996775
zeta-quantile_param_1521,0.638342,0.680413,0.036431,0.994559
zeta-quantile_param_1522,0.484230,0.481926,0.037317,0.938275
zeta-quantile_param_1523,0.707522,0.728153,0.274378,0.997589
zeta-quantile_param_1524,0.685482,0.709279,0.255098,0.987253
zeta-quantile_param_1525,0.681089,0.710467,0.066170,0.998835
zeta-quantile_param_1526,0.669449,0.722141,0.016647,0.996288
zeta-quantile_param_1527,0.481180,0.479802,0.009919,0.984182
zeta-quantile_param_1528,0.180894,0.111044,0.007955,0.639492
zeta-quantile_param_1529,0.555889,0.534314,0.423560,0.800865
zeta-quantile_param_1530,0.709996,0.701816,0.522573,0.904862
zeta-quantile_param_1531,0.651865,0.629438,0.464036,0.919898
zeta-quantile_param_1532,0.324261,0.277663,0.023865,0.786303
zeta-quantile_param_1533,0.543577,0.541625,0.422507,0.671411
zeta-quantile_param_1534,0.508152,0.508602,0.370367,0.633996
zeta-quantile_param_1535,0.798135,0.853520,0.404749,0.980492
zeta-quantile_param_1536,0.508215,0.512802,0.400923,0.601409
zeta-quantile_param_1537,0.622476,0.597981,0.412348,0.879361
zeta-quantile_param_1538,0.604002,0.567938,0.164488,0.913729
zeta-quantile_param_1539,0.315112,0.334213,0.075327,0.569120
zeta-quantile_param_1540,0.374728,0.392064,0.040805,0.741492
zeta-quantile_param_1541,0.705391,0.703142,0.438180,0.876548
zeta-quantile_param_1542,0.668957,0.676903,0.436233,0.938045
zeta-quantile_param_1543,0.510309,0.507842,0.372188,0.715556
zeta-quantile_param_1544,0.573313,0.585186,0.223603,0.897600
zeta-quantile_param_1545,0.605986,0.575005,0.358484,0.989380
zeta-quantile_param_1546,0.606787,0.598374,0.394170,0.871269
zeta-quantile_param_1547,0.510516,0.509209,0.401561,0.680964
zeta-quantile_param_1548,0.555126,0.556003,0.423281,0.684764
zeta-quantile_param_1549,0.571603,0.565541,0.366757,0.900100
zeta-quantile_param_1550,0.412440,0.421170,0.082272,0.723599
zeta-quantile_param_1551,0.395633,0.463126,0.002792,0.847707
zeta-quantile_param_1552,0.086053,0.084281,0.013399,0.249963
zeta-quantile_param_1553,0.694322,0.719051,0.402329,0.925234
zeta-quantile_param_1554,0.728387,0.945879,0.134380,0.998104
zeta-quantile_param_1555,0.648008,0.652161,0.438345,0.857771
zeta-quantile_param_1556,0.607028,0.577249,0.393788,0.873753
zeta-quantile_param_1557,0.315489,0.267737,0.028367,0.708664
zeta-quantile_param_1558,0.538410,0.556992,0.121903,0.963030
zeta-quantile_param_1559,0.445561,0.473273,0.156793,0.691038
zeta-quantile_param_1560,0.639697,0.615859,0.518130,0.854420
zeta-quantile_param_1561,0.803471,0.851236,0.412906,0.992585
zeta-quantile_param_1562,0.571159,0.569213,0.420667,0.715264
zeta-quantile_param_1563,0.605003,0.607197,0.352379,0.845062
zeta-quantile_param_1564,0.756075,0.776010,0.365715,0.976104
zeta-quantile_param_1565,0.691047,0.663953,0.405023,0.994693
zeta-quantile_param_1566,0.768033,0.754959,0.476073,0.997719
zeta-quantile_param_1567,0.714784,0.713569,0.308195,0.977436
zeta-quantile_param_1568,0.624472,0.586338,0.367369,0.927299
zeta-quantile_param_1569,0.651898,0.639652,0.454562,0.914746
zeta-quantile_param_1570,0.486322,0.500475,0.004529,0.860456
zeta-quantile_param_1571,0.742130,0.770697,0.368700,0.984689
zeta-quantile_param_1572,0.314839,0.078468,0.002553,0.949595
zeta-quantile_param_1573,0.886329,0.938605,0.312286,0.999981
zeta-quantile_param_1574,0.778963,0.812492,0.308582,0.997693
zeta-quantile_param_1575,0.719135,0.754943,0.240282,0.992433
zeta-quantile_param_1576,0.852623,0.879389,0.340848,0.999863
zeta-quantile_param_1577,0.723992,0.724464,0.396317,0.995430
zeta-quantile_param_1578,0.700311,0.713052,0.269222,0.938395
zeta-quantile_param_1579,0.918080,0.971709,0.377735,0.999755
zeta-quantile_param_1580,0.874887,0.885327,0.519349,0.999092
zeta-quantile_param_1581,0.854578,0.910373,0.243381,0.999961
zeta-quantile_param_1582,0.847140,0.934273,0.187229,0.999853
zeta-quantile_param_1583,0.739813,0.748221,0.229705,0.996714
zeta-quantile_param_1584,0.902509,0.918432,0.630088,0.999519
zeta-quantile_param_1585,0.970516,0.991559,0.662021,0.999999
zeta-quantile_param_1586,0.889499,0.934587,0.254923,0.999757
zeta-quantile_param_1587,0.833344,0.911208,0.269002,0.999903
zeta-quantile_param_1588,0.918752,0.937737,0.582579,0.999812
zeta-quantile_param_1589,0.882160,0.896636,0.601784,0.996234
zeta-quantile_param_1590,0.861806,0.908602,0.420373,0.999942
zeta-quantile_param_1591,0.828153,0.874135,0.315220,0.999990
zeta-quantile_param_1592,0.823915,0.851069,0.398935,0.990933
zeta-quantile_param_1593,0.931467,0.950026,0.679195,0.998586
zeta-quantile_param_1594,0.886480,0.906725,0.532088,0.999940
zeta-quantile_param_1595,0.907275,0.931488,0.531510,0.999421
zeta-quantile_param_1596,0.889551,0.911336,0.523273,0.999567
zeta-quantile_param_1597,0.922146,0.973271,0.417262,1.000000
zeta-quantile_param_1598,0.903720,0.924822,0.530825,0.999991
zeta-quantile_param_1599,0.760784,0.803073,0.432789,0.934755
zeta-quantile_param_1600,0.630651,0.625718,0.518041,0.786334
zeta-quantile_param_1601,0.637620,0.584739,0.467533,0.911582
zeta-quantile_param_1602,0.793525,0.827859,0.415655,0.960131
zeta-quantile_param_1603,0.565252,0.561657,0.315015,0.938868
zeta-quantile_param_1604,0.784278,0.820028,0.386422,0.966596
zeta-quantile_param_1605,0.731784,0.726325,0.436196,0.968513
zeta-quantile_param_1606,0.839781,0.852740,0.561568,0.991754
zeta-quantile_param_1607,0.918644,0.976686,0.368823,0.999688
zeta-quantile_param_1608,0.892276,0.911005,0.548687,0.998586
zeta-quantile_param_1609,0.872748,0.896920,0.545928,0.998916
zeta-quantile_param_1610,0.746359,0.740322,0.445663,0.995790
zeta-quantile_param_1611,0.776642,0.796477,0.341502,0.983952
zeta-quantile_param_1612,0.739987,0.745796,0.355758,0.974495
zeta-quantile_param_1613,0.711943,0.715178,0.419986,0.945083
zeta-quantile_param_1614,0.700923,0.687688,0.502518,0.945054
zeta-quantile_param_1615,0.840921,0.852843,0.643183,0.963029
zeta-quantile_param_1616,0.682581,0.682846,0.493457,0.839410
zeta-quantile_param_1617,0.630893,0.625559,0.506923,0.783221
zeta-quantile_param_1618,0.542205,0.521987,0.269033,0.880979
zeta-quantile_param_1619,0.690820,0.664726,0.525349,0.924466
zeta-quantile_param_1620,0.499474,0.520539,0.139408,0.872051
zeta-quantile_param_1621,0.696593,0.698609,0.484047,0.892713
zeta-quantile_param_1622,0.721076,0.716265,0.510718,0.919909
zeta-quantile_param_1623,0.689294,0.663394,0.481289,0.951832
zeta-quantile_param_1624,0.619596,0.619137,0.465955,0.757504
zeta-quantile_param_1625,0.723961,0.725569,0.535940,0.917536
zeta-quantile_param_1626,0.671763,0.699757,0.286132,0.964535
zeta-quantile_param_1627,0.763829,0.772568,0.523288,0.948432
zeta-quantile_param_1628,0.765785,0.767424,0.548405,0.950964
zeta-quantile_param_1629,0.813807,0.913065,0.087081,0.996375
zeta-quantile_param_1630,0.685193,0.672090,0.516771,0.882264
zeta-quantile_param_1631,0.650206,0.646370,0.471324,0.802208
zeta-quantile_param_1632,0.664829,0.653917,0.507314,0.839425
zeta-quantile_param_1633,0.509657,0.501444,0.411409,0.736188
zeta-quantile_param_1634,0.248159,0.221006,0.089959,0.595679
zeta-quantile_param_1635,0.575161,0.570213,0.357239,0.834947
zeta-quantile_param_1636,0.561411,0.547293,0.334414,0.875819
zeta-quantile_param_1637,0.709696,0.722158,0.397671,0.940737
zeta-quantile_param_1638,0.923852,0.959954,0.422283,0.997689
zeta-quantile_param_1639,0.766283,0.762252,0.448084,0.993093
zeta-quantile_param_1640,0.724041,0.772343,0.323864,0.966645
zeta-quantile_param_1641,0.892488,0.941390,0.416055,0.997679
zeta-quantile_param_1642,0.654480,0.646371,0.253415,0.957131
zeta-quantile_param_1643,0.739719,0.759747,0.328006,0.998035
zeta-quantile_param_1644,0.802466,0.850740,0.334829,0.983379
zeta-quantile_param_1645,0.733621,0.710428,0.433986,0.976192
zeta-quantile_param_1646,0.235598,0.198680,0.088817,0.584549
zeta-quantile_param_1647,0.813671,0.809788,0.576242,0.961762
zeta-quantile_param_1648,0.626713,0.611636,0.456175,0.892317
zeta-quantile_param_1649,0.086649,0.059459,0.002320,0.396765
zeta-quantile_param_1650,0.650811,0.627151,0.287038,0.982787
zeta-quantile_param_1651,0.194489,0.100858,0.011378,0.897785
zeta-quantile_param_1652,0.421849,0.437507,0.010568,0.955076
zeta-quantile_param_1653,0.742333,0.829683,0.051264,0.998253
zeta-quantile_param_1654,0.860191,0.934003,0.504651,0.999820
zeta-quantile_param_1655,0.851014,0.910208,0.389884,0.998170
zeta-quantile_param_1656,0.886514,0.933253,0.268211,0.999721
zeta-quantile_param_1657,0.843325,0.951915,0.281155,0.999964
zeta-quantile_param_1658,0.893153,0.929272,0.579829,0.999561
zeta-quantile_param_1659,0.824879,0.913827,0.426660,0.984006
zeta-quantile_param_1660,0.921846,0.972023,0.579003,0.997137
zeta-quantile_param_1661,0.653712,0.622115,0.377364,0.962958
zeta-quantile_param_1662,0.048201,0.025816,0.000065,0.324545
zeta-quantile_param_1663,0.103147,0.009585,0.000038,0.845176
zeta-quantile_param_1664,0.009425,0.003830,0.000000,0.102724
zeta-quantile_param_1665,0.155735,0.039659,0.000144,0.825837
zeta-quantile_param_1666,0.046517,0.015903,0.000481,0.331834
zeta-quantile_param_1667,0.032515,0.012642,0.000087,0.493309
zeta-quantile_param_1668,0.085334,0.021433,0.000043,0.682491
zeta-quantile_param_1669,0.279841,0.233266,0.040819,0.840387
zeta-quantile_param_1670,0.540756,0.455433,0.016432,0.999562
zeta-quantile_param_1671,0.853521,0.878056,0.376364,0.999018
zeta-quantile_param_1672,0.923278,0.959316,0.419551,0.999936
zeta-quantile_param_1673,0.807510,0.824933,0.436028,0.987883
zeta-quantile_param_1674,0.873335,0.900724,0.387563,0.995988
zeta-quantile_param_1675,0.796242,0.861548,0.304351,0.999608
zeta-quantile_param_1676,0.690276,0.875819,0.007313,0.999622
zeta-quantile_param_1677,0.740550,0.819621,0.346085,0.996081
zeta-quantile_param_1678,0.791031,0.810947,0.323674,0.979655
zeta-quantile_param_1679,0.325607,0.183568,0.015187,0.966899
zeta-quantile_param_1680,0.434418,0.501914,0.029835,0.857129
zeta-quantile_param_1681,0.159015,0.133391,0.008127,0.521792
zeta-quantile_param_1682,0.331893,0.261447,0.024372,0.859527
zeta-quantile_param_1683,0.731192,0.748001,0.385462,0.955475
zeta-quantile_param_1684,0.823830,0.855538,0.434586,0.998277
zeta-quantile_param_1685,0.690314,0.682027,0.338746,0.972139
zeta-quantile_param_1686,0.886119,0.954343,0.338715,0.997514
zeta-quantile_param_1687,0.560011,0.672578,0.023581,0.953732
zeta-quantile_param_1688,0.964277,0.975477,0.805875,0.999643
zeta-quantile_param_1689,0.909251,0.987692,0.343289,0.999965
zeta-quantile_param_1690,0.793519,0.807328,0.399199,0.999514
zeta-quantile_param_1691,0.920908,0.934917,0.601449,0.998484
zeta-quantile_param_1692,0.944490,0.992713,0.515248,0.999845
zeta-quantile_param_1693,0.887513,0.924596,0.488091,0.998098
zeta-quantile_param_1694,0.944880,0.960438,0.746498,0.999915
zeta-quantile_param_1695,0.695414,0.706899,0.304790,0.968878
zeta-quantile_param_1696,0.587957,0.653621,0.029620,0.996443
zeta-quantile_param_1697,0.204084,0.165849,0.034532,0.700693
zeta-quantile_param_1698,0.659507,0.662341,0.350981,0.975212
zeta-quantile_param_1699,0.008694,0.001414,0.000028,0.106461
zeta-quantile_param_1700,0.055920,0.048034,0.007727,0.205678
zeta-quantile_param_1701,0.758205,0.772868,0.486752,0.934469
zeta-quantile_param_1702,0.738708,0.735378,0.564852,0.904370
zeta-quantile_param_1703,0.549502,0.522306,0.279506,0.837884
zeta-quantile_param_1704,0.671859,0.676912,0.318236,0.955616
zeta-quantile_param_1705,0.620112,0.705061,0.052336,0.994650
zeta-quantile_param_1706,0.721175,0.753829,0.323897,0.998016
zeta-quantile_param_1707,0.664143,0.677733,0.260953,0.975777
zeta-quantile_param_1708,0.247820,0.264013,0.046193,0.507690
zeta-quantile_param_1709,0.784174,0.789763,0.505902,0.975856
zeta-quantile_param_1710,0.151692,0.138036,0.036776,0.344219
zeta-quantile_param_1711,0.784550,0.788455,0.578886,0.972402
zeta-quantile_param_1712,0.601992,0.523081,0.233857,0.993366
zeta-quantile_param_1713,0.631581,0.608843,0.354737,0.948180
zeta-quantile_param_1714,0.627789,0.629724,0.307887,0.942520
zeta-quantile_param_1715,0.167570,0.150593,0.062277,0.470416
zeta-quantile_param_1716,0.088700,0.069181,0.006140,0.336210
zeta-quantile_param_1717,0.867559,0.951785,0.399478,0.999150
zeta-quantile_param_1718,0.812475,0.839176,0.517672,0.959331
zeta-quantile_param_1719,0.637493,0.636654,0.383713,0.907569
zeta-quantile_param_1720,0.584022,0.595034,0.114602,0.949752
zeta-quantile_param_1721,0.180801,0.144503,0.028180,0.572924
zeta-quantile_param_1722,0.815450,0.873006,0.360683,0.997773
zeta-quantile_param_1723,0.861932,0.867085,0.635492,0.981084
zeta-quantile_param_1724,0.728632,0.721205,0.256795,0.984301
zeta-quantile_param_1725,0.415595,0.380166,0.052923,0.823735
zeta-quantile_param_1726,0.232900,0.248433,0.023208,0.501902
zeta-quantile_param_1727,0.233805,0.201661,0.035285,0.612262
zeta-quantile_param_1728,0.760737,0.815213,0.335196,0.990008
zeta-quantile_param_1729,0.521268,0.568668,0.037144,0.932041
zeta-quantile_param_1730,0.640390,0.669348,0.146140,0.953750
zeta-quantile_param_1731,0.582197,0.567812,0.409181,0.850786
zeta-quantile_param_1732,0.146439,0.135128,0.051138,0.275176
zeta-quantile_param_1733,0.226975,0.233899,0.021017,0.532111
zeta-quantile_param_1734,0.211652,0.205878,0.047540,0.505899
zeta-quantile_param_1735,0.308130,0.232291,0.050660,0.802672
zeta-quantile_param_1736,0.356749,0.360926,0.068022,0.784462
zeta-quantile_param_1737,0.081001,0.072212,0.014251,0.257991
zeta-quantile_param_1738,0.103280,0.086033,0.006738,0.386720
zeta-quantile_param_1739,0.249576,0.254642,0.031145,0.514486
zeta-quantile_param_1740,0.191576,0.193960,0.050698,0.377190
zeta-quantile_param_1741,0.226472,0.168223,0.086002,0.553527
zeta-quantile_param_1742,0.839562,0.842154,0.680063,0.944130
zeta-quantile_param_1743,0.588131,0.722523,0.074562,0.961346
zeta-quantile_param_1744,0.185375,0.103874,0.011757,0.761953
zeta-quantile_param_1745,0.100703,0.053333,0.008716,0.448593
zeta-quantile_param_1746,0.716551,0.761791,0.383431,0.918624
zeta-quantile_param_1747,0.746687,0.766471,0.417599,0.966221
zeta-quantile_param_1748,0.244449,0.239195,0.046655,0.599334
zeta-quantile_param_1749,0.165150,0.137598,0.024062,0.404264
zeta-quantile_param_1750,0.394427,0.355500,0.062458,0.794460
zeta-quantile_param_1751,0.023503,0.007366,0.000037,0.123834
zeta-quantile_param_1752,0.016609,0.008053,0.000017,0.110270
zeta-quantile_param_1753,0.139371,0.086090,0.010557,0.589661
zeta-quantile_param_1754,0.501522,0.500973,0.411930,0.664700
zeta-quantile_param_1755,0.274118,0.276034,0.089419,0.487401
zeta-quantile_param_1756,0.551330,0.581934,0.022374,0.951204
zeta-quantile_param_1757,0.813757,0.882734,0.378590,0.982822
zeta-quantile_param_1758,0.618564,0.614788,0.413504,0.817123
zeta-quantile_param_1759,0.953311,0.966332,0.822805,0.988482
zeta-quantile_param_1760,0.767599,0.783026,0.505437,0.938286
zeta-quantile_param_1761,0.128556,0.123948,0.015363,0.450065
zeta-quantile_param_1762,0.090203,0.079403,0.000918,0.357141
zeta-quantile_param_1763,0.428303,0.458883,0.017685,0.702472
zeta-quantile_param_1764,0.688873,0.696241,0.387528,0.907011
zeta-quantile_param_1765,0.179549,0.196833,0.037975,0.354822
zeta-quantile_param_1766,0.110614,0.113662,0.006991,0.326661
zeta-quantile_param_1767,0.485733,0.483948,0.374979,0.640760
zeta-quantile_param_1768,0.217342,0.226167,0.044879,0.410077
zeta-quantile_param_1769,0.203896,0.195998,0.034337,0.397880
zeta-quantile_param_1770,0.695380,0.683979,0.310954,0.968863
zeta-quantile_param_1771,0.449196,0.443272,0.354360,0.607915
zeta-quantile_param_1772,0.449105,0.444258,0.368722,0.597277
zeta-quantile_param_1773,0.809908,0.867824,0.453248,0.961183
zeta-quantile_param_1774,0.204555,0.197305,0.080913,0.377766
zeta-quantile_param_1775,0.494821,0.494433,0.416923,0.591257
zeta-quantile_param_1776,0.571657,0.569019,0.423417,0.774223
zeta-quantile_param_1777,0.651090,0.649432,0.447091,0.812368
zeta-quantile_param_1778,0.771228,0.773989,0.568086,0.943675
zeta-quantile_param_1779,0.506112,0.506925,0.283982,0.724195
zeta-quantile_param_1780,0.657855,0.671215,0.421206,0.830297
zeta-quantile_param_1781,0.461660,0.530967,0.023713,0.848228
zeta-quantile_param_1782,0.739162,0.772108,0.376233,0.977628
zeta-quantile_param_1783,0.910201,0.914578,0.626822,0.995935
zeta-quantile_param_1784,0.732257,0.737412,0.524813,0.934172
zeta-quantile_param_1785,0.485265,0.570688,0.068555,0.814266
zeta-quantile_param_1786,0.577984,0.553162,0.438486,0.823010
zeta-quantile_param_1787,0.538234,0.508895,0.367810,0.836189
zeta-quantile_param_1788,0.627488,0.636799,0.443853,0.849770
zeta-quantile_param_1789,0.512182,0.511289,0.422062,0.615947
zeta-quantile_param_1790,0.615433,0.616471,0.437817,0.880375
zeta-quantile_param_1791,0.655342,0.769538,0.089615,0.983381
zeta-quantile_param_1792,0.113803,0.064984,0.002690,0.448533
zeta-quantile_param_1793,0.121597,0.117362,0.020033,0.292757
zeta-quantile_param_1794,0.629123,0.585023,0.424532,0.933669
zeta-quantile_param_1795,0.696643,0.682174,0.518531,0.918445
zeta-quantile_param_1796,0.097328,0.086855,0.004430,0.340362
zeta-quantile_param_1797,0.527981,0.518764,0.360648,0.732317
zeta-quantile_param_1798,0.459079,0.487714,0.154263,0.713532
zeta-quantile_param_1799,0.851709,0.860557,0.373762,0.978681
zeta-quantile_param_1800,0.799209,0.779444,0.428083,0.988725
zeta-quantile_param_1801,0.867969,0.936993,0.386311,0.996507
zeta-quantile_param_1802,0.081135,0.076488,0.006725,0.290554
zeta-quantile_param_1803,0.759077,0.760196,0.377217,0.976726
zeta-quantile_param_1804,0.064357,0.054938,0.001826,0.256731
zeta-quantile_param_1805,0.065746,0.044436,0.003759,0.384065
zeta-quantile_param_1806,0.069387,0.064111,0.001508,0.228463
zeta-quantile_param_1807,0.371257,0.417336,0.087864,0.718865
zeta-quantile_param_1808,0.850645,0.885664,0.369486,0.993079
zeta-quantile_param_1809,0.902126,0.929101,0.669871,0.997579
zeta-quantile_param_1810,0.796221,0.820135,0.354211,0.998320
zeta-quantile_param_1811,0.896272,0.923874,0.553049,0.999251
zeta-quantile_param_1812,0.842152,0.915466,0.312885,0.995107
zeta-quantile_param_1813,0.618786,0.615845,0.421693,0.843439
zeta-quantile_param_1814,0.659575,0.645140,0.412322,0.923621
zeta-quantile_param_1815,0.189766,0.170493,0.041313,0.486059
zeta-quantile_param_1816,0.223165,0.228384,0.066174,0.397174
zeta-quantile_param_1817,0.548105,0.430969,0.216141,0.975435
zeta-quantile_param_1818,0.867739,0.883060,0.621564,0.985571
zeta-quantile_param_1819,0.699607,0.710381,0.398926,0.974392
zeta-quantile_param_1820,0.225702,0.212603,0.115822,0.421505
zeta-quantile_param_1821,0.682151,0.702157,0.443401,0.926218
zeta-quantile_param_1822,0.587622,0.578382,0.447582,0.768559
zeta-quantile_param_1823,0.428609,0.441629,0.159964,0.597312
zeta-quantile_param_1824,0.845708,0.881789,0.388713,0.996019
zeta-quantile_param_1825,0.809627,0.861835,0.359060,0.987742
zeta-quantile_param_1826,0.729477,0.707225,0.416426,0.974792
zeta-quantile_param_1827,0.829220,0.868343,0.358809,0.993426
zeta-quantile_param_1828,0.760640,0.742227,0.401325,0.984870
zeta-quantile_param_1829,0.699016,0.689417,0.381949,0.979680
zeta-quantile_param_1830,0.641239,0.622471,0.347285,0.990015
zeta-quantile_param_1831,0.823580,0.871145,0.324666,0.988280
zeta-quantile_param_1832,0.836453,0.863179,0.491925,0.996057
zeta-quantile_param_1833,0.762062,0.724856,0.375637,0.996744
zeta-quantile_param_1834,0.314755,0.222183,0.060366,0.809159
zeta-quantile_param_1835,0.719465,0.737804,0.342945,0.966290
zeta-quantile_param_1836,0.595700,0.676156,0.079710,0.941621
zeta-quantile_param_1837,0.140167,0.132334,0.053974,0.369612
zeta-quantile_param_1838,0.134495,0.115595,0.012593,0.459010
zeta-quantile_param_1839,0.285090,0.223223,0.014042,0.584486
zeta-quantile_param_1840,0.062669,0.059211,0.003678,0.186009
zeta-quantile_param_1841,0.091642,0.063061,0.002360,0.472861
zeta-quantile_param_1842,0.636626,0.636239,0.428780,0.864645
zeta-quantile_param_1843,0.736020,0.756656,0.410444,0.960407
zeta-quantile_param_1844,0.467383,0.483171,0.235816,0.593028
zeta-quantile_param_1845,0.381622,0.372935,0.090224,0.639924
zeta-quantile_param_1846,0.626223,0.620842,0.425771,0.823686
zeta-quantile_param_1847,0.207326,0.202771,0.098308,0.378323
zeta-quantile_param_1848,0.941133,0.939651,0.842439,0.992393
zeta-quantile_param_1849,0.469080,0.416988,0.176651,0.832560
zeta-quantile_param_1850,0.882618,0.897460,0.702374,0.974874
zeta-quantile_param_1851,0.571632,0.568846,0.400983,0.788179
zeta-quantile_param_1852,0.469275,0.464198,0.196897,0.703500
zeta-quantile_param_1853,0.869471,0.897081,0.513803,0.978416
zeta-quantile_param_1854,0.924127,0.969125,0.436532,0.990854
zeta-quantile_param_1855,0.791219,0.954520,0.210346,0.996531
zeta-quantile_param_1856,0.150409,0.140654,0.018315,0.611562
zeta-quantile_param_1857,0.318670,0.331706,0.023131,0.733306
zeta-quantile_param_1858,0.690793,0.704502,0.421507,0.857683
zeta-quantile_param_1859,0.705026,0.704319,0.395013,0.946079
zeta-quantile_param_1860,0.860526,0.865549,0.585976,0.992649
zeta-quantile_param_1861,0.807393,0.946837,0.260613,0.994104
zeta-quantile_param_1862,0.769602,0.774158,0.378784,0.993852
zeta-quantile_param_1863,0.815657,0.844202,0.354325,0.982397
zeta-quantile_param_1864,0.509269,0.472145,0.064472,0.998896
zeta-quantile_param_1865,0.720588,0.725329,0.378796,0.998360
zeta-quantile_param_1866,0.605400,0.593444,0.125171,0.942100
zeta-quantile_param_1867,0.336196,0.184713,0.001334,0.998324
zeta-quantile_param_1868,0.775676,0.870345,0.303099,0.996944
zeta-quantile_param_1869,0.758350,0.908843,0.088728,0.998998
zeta-quantile_param_1870,0.790861,0.896862,0.158854,0.993497
zeta-quantile_param_1871,0.750975,0.772335,0.446748,0.896567
zeta-quantile_param_1872,0.779106,0.831951,0.423719,0.951271
zeta-quantile_param_1873,0.487522,0.537681,0.103520,0.772465
zeta-quantile_param_1874,0.302309,0.229714,0.067698,0.728336
zeta-quantile_param_1875,0.016122,0.008115,0.000512,0.114343
zeta-quantile_param_1876,0.182324,0.075621,0.002681,0.822409
zeta-quantile_param_1877,0.235934,0.102913,0.015431,0.917234
zeta-quantile_param_1878,0.056358,0.035014,0.000151,0.402572
zeta-quantile_param_1879,0.341453,0.363203,0.002064,0.892768
