param,mean,median,1.000_CI_LB,1.000_CI_UB
zeta-quantile_param_93,0.591137,0.587420,0.423040,0.801612
zeta-quantile_param_94,0.614398,0.638018,0.432441,0.838164
zeta-quantile_param_95,0.715480,0.743656,0.444241,0.914711
zeta-quantile_param_96,0.750537,0.770503,0.494358,0.885022
zeta-quantile_param_97,0.216354,0.213456,0.076120,0.358346
zeta-quantile_param_98,0.718149,0.738907,0.497564,0.880707
zeta-quantile_param_99,0.208341,0.183330,0.019869,0.581978
zeta-quantile_param_100,0.560614,0.547460,0.420170,0.736693
zeta-quantile_param_101,0.749846,0.860329,0.320239,0.982707
zeta-quantile_param_102,0.201328,0.202422,0.070132,0.390555
zeta-quantile_param_103,0.507943,0.521255,0.227582,0.769564
zeta-quantile_param_104,0.736173,0.728715,0.408603,0.952460
zeta-quantile_param_105,0.508293,0.554011,0.092291,0.914803
zeta-quantile_param_106,0.726149,0.735734,0.409813,0.957594
zeta-quantile_param_107,0.326850,0.226317,0.058711,0.826251
zeta-quantile_param_108,0.614139,0.602719,0.365722,0.922851
zeta-quantile_param_109,0.673696,0.666397,0.366203,0.955199
zeta-quantile_param_110,0.152703,0.073523,0.008746,0.600774
zeta-quantile_param_111,0.677661,0.667229,0.346272,0.934165
zeta-quantile_param_112,0.574086,0.595493,0.119360,0.805282
zeta-quantile_param_113,0.849933,0.847599,0.563469,0.983010
zeta-quantile_param_114,0.193312,0.168780,0.073663,0.541266
zeta-quantile_param_115,0.728656,0.724299,0.508739,0.952731
zeta-quantile_param_116,0.179591,0.146799,0.014719,0.562187
zeta-quantile_param_117,0.189605,0.144091,0.022270,0.468851
zeta-quantile_param_118,0.320743,0.285008,0.132264,0.802706
zeta-quantile_param_119,0.473319,0.471246,0.414950,0.561106
zeta-quantile_param_120,0.147155,0.144508,0.035391,0.287827
zeta-quantile_param_121,0.201553,0.184270,0.064383,0.420599
zeta-quantile_param_122,0.190908,0.142268,0.034801,0.594244
zeta-quantile_param_123,0.780379,0.788108,0.405497,0.976316
zeta-quantile_param_124,0.583866,0.586046,0.118102,0.900672
zeta-quantile_param_125,0.128065,0.089207,0.031480,0.366338
zeta-quantile_param_126,0.550284,0.547818,0.421754,0.752231
zeta-quantile_param_127,0.681320,0.669728,0.406989,0.932818
zeta-quantile_param_128,0.570437,0.566547,0.418506,0.763016
zeta-quantile_param_129,0.140294,0.137239,0.056822,0.281567
zeta-quantile_param_130,0.615515,0.599479,0.422898,0.848986
zeta-quantile_param_131,0.170406,0.173602,0.056162,0.330578
zeta-quantile_param_132,0.733356,0.727520,0.475091,0.938379
zeta-quantile_param_133,0.818006,0.826042,0.632439,0.939608
zeta-quantile_param_134,0.202967,0.197004,0.080769,0.412512
zeta-quantile_param_135,0.222474,0.219422,0.118303,0.454110
zeta-quantile_param_136,0.701891,0.693710,0.451023,0.936682
zeta-quantile_param_137,0.730857,0.719289,0.402723,0.967380
zeta-quantile_param_138,0.513288,0.515006,0.360398,0.758468
zeta-quantile_param_139,0.602527,0.602092,0.380029,0.849370
zeta-quantile_param_140,0.765042,0.774955,0.383817,0.971272
zeta-quantile_param_141,0.518386,0.504664,0.345441,0.908996
zeta-quantile_param_142,0.456879,0.492176,0.138670,0.769703
zeta-quantile_param_143,0.244883,0.190489,0.052631,0.697149
zeta-quantile_param_144,0.864131,0.880379,0.634797,0.982066
zeta-quantile_param_145,0.221867,0.199530,0.057938,0.488338
zeta-quantile_param_146,0.646053,0.657448,0.108360,0.930887
zeta-quantile_param_147,0.604649,0.583068,0.427542,0.810826
zeta-quantile_param_148,0.290333,0.271199,0.117262,0.565503
zeta-quantile_param_149,0.825355,0.862238,0.400272,0.992838
zeta-quantile_param_150,0.792089,0.783365,0.425707,0.986246
zeta-quantile_param_151,0.234439,0.265355,0.034634,0.544707
zeta-quantile_param_152,0.085287,0.072594,0.007056,0.339021
zeta-quantile_param_153,0.706727,0.687051,0.451627,0.921316
zeta-quantile_param_154,0.820543,0.879244,0.466172,0.976402
zeta-quantile_param_155,0.170595,0.190272,0.029885,0.339309
zeta-quantile_param_156,0.569864,0.534563,0.444355,0.811153
zeta-quantile_param_157,0.666137,0.696483,0.436401,0.872241
zeta-quantile_param_158,0.732283,0.743363,0.533433,0.868500
zeta-quantile_param_159,0.724188,0.738034,0.438617,0.912878
zeta-quantile_param_160,0.621969,0.626497,0.238455,0.818288
zeta-quantile_param_161,0.799905,0.827442,0.431132,0.992490
zeta-quantile_param_162,0.168675,0.164170,0.061294,0.303645
zeta-quantile_param_163,0.306955,0.251923,0.048170,0.685573
zeta-quantile_param_164,0.792739,0.789155,0.612877,0.953341
zeta-quantile_param_165,0.603958,0.604856,0.424231,0.806076
zeta-quantile_param_166,0.720128,0.727372,0.457166,0.868936
zeta-quantile_param_167,0.549808,0.538099,0.419228,0.733292
zeta-quantile_param_168,0.613790,0.606245,0.434737,0.820548
zeta-quantile_param_169,0.627478,0.613524,0.487886,0.846205
zeta-quantile_param_170,0.132663,0.126997,0.031971,0.285260
zeta-quantile_param_171,0.709104,0.720492,0.422055,0.910844
zeta-quantile_param_172,0.513497,0.479812,0.197371,0.909566
zeta-quantile_param_173,0.253048,0.218959,0.051695,0.569171
zeta-quantile_param_174,0.748039,0.772079,0.433739,0.985848
zeta-quantile_param_175,0.215170,0.188185,0.013754,0.757999
zeta-quantile_param_176,0.871636,0.891482,0.470601,0.989391
zeta-quantile_param_177,0.127802,0.121584,0.010503,0.260874
zeta-quantile_param_178,0.632051,0.613163,0.437345,0.893580
zeta-quantile_param_179,0.530731,0.528170,0.421818,0.737308
zeta-quantile_param_180,0.480516,0.476406,0.423704,0.576473
zeta-quantile_param_181,0.683928,0.694499,0.338908,0.850916
zeta-quantile_param_182,0.618994,0.680841,0.222526,0.818489
zeta-quantile_param_183,0.656814,0.645149,0.432464,0.940869
zeta-quantile_param_184,0.634699,0.626534,0.412629,0.827463
zeta-quantile_param_185,0.803330,0.804898,0.537810,0.989918
zeta-quantile_param_186,0.325395,0.252813,0.131942,0.659086
zeta-quantile_param_187,0.727248,0.765302,0.480605,0.904016
zeta-quantile_param_188,0.588604,0.589937,0.394433,0.830722
zeta-quantile_param_189,0.128167,0.100784,0.030309,0.285846
zeta-quantile_param_190,0.326475,0.315717,0.176228,0.565731
zeta-quantile_param_191,0.564632,0.551949,0.435217,0.715242
zeta-quantile_param_192,0.931720,0.950855,0.768140,0.990808
zeta-quantile_param_193,0.752731,0.770196,0.356658,0.971682
zeta-quantile_param_194,0.477033,0.320675,0.014427,0.996097
zeta-quantile_param_195,0.866216,0.900461,0.464408,0.998991
zeta-quantile_param_196,0.808407,0.845002,0.361518,0.978440
zeta-quantile_param_197,0.571568,0.570809,0.417176,0.756117
zeta-quantile_param_198,0.632174,0.629648,0.431776,0.809130
zeta-quantile_param_199,0.299457,0.228143,0.045080,0.770834
zeta-quantile_param_200,0.747885,0.786660,0.334092,0.959736
zeta-quantile_param_201,0.716831,0.720916,0.294313,0.955044
zeta-quantile_param_202,0.846175,0.882154,0.387774,0.993691
zeta-quantile_param_203,0.856079,0.883321,0.423217,0.992152
zeta-quantile_param_204,0.803822,0.819516,0.384024,0.997319
zeta-quantile_param_205,0.845067,0.872241,0.527382,0.981384
zeta-quantile_param_206,0.862477,0.895460,0.423679,0.999559
zeta-quantile_param_207,0.863872,0.890527,0.337430,0.992574
zeta-quantile_param_208,0.844324,0.873284,0.473490,0.992442
zeta-quantile_param_209,0.833903,0.842500,0.490846,0.995742
zeta-quantile_param_210,0.799631,0.836853,0.290388,0.998455
zeta-quantile_param_211,0.885798,0.916913,0.555750,0.993998
zeta-quantile_param_212,0.911203,0.929295,0.606176,0.998456
zeta-quantile_param_213,0.702832,0.733700,0.368188,0.979260
zeta-quantile_param_214,0.800055,0.808398,0.518723,0.969611
zeta-quantile_param_215,0.896725,0.950479,0.437396,0.999676
zeta-quantile_param_216,0.828218,0.870947,0.368151,0.999806
zeta-quantile_param_217,0.677164,0.663651,0.440533,0.939953
zeta-quantile_param_218,0.686397,0.673768,0.482540,0.902338
zeta-quantile_param_219,0.621192,0.609763,0.500911,0.853111
zeta-quantile_param_220,0.728825,0.751867,0.553304,0.872470
zeta-quantile_param_221,0.679064,0.687134,0.464986,0.892831
zeta-quantile_param_222,0.171468,0.170913,0.056352,0.363317
zeta-quantile_param_223,0.739346,0.747236,0.472562,0.928088
zeta-quantile_param_224,0.861021,0.861311,0.599230,0.998532
zeta-quantile_param_225,0.740263,0.750141,0.388703,0.977290
zeta-quantile_param_226,0.871373,0.894797,0.553917,0.993167
zeta-quantile_param_227,0.821397,0.852633,0.409209,0.990820
zeta-quantile_param_228,0.701132,0.690546,0.420728,0.953530
zeta-quantile_param_229,0.702684,0.697040,0.545551,0.923922
zeta-quantile_param_230,0.647255,0.647764,0.437949,0.835369
zeta-quantile_param_231,0.651857,0.631974,0.507850,0.879251
zeta-quantile_param_232,0.558241,0.536381,0.352797,0.884937
zeta-quantile_param_233,0.601275,0.555371,0.370374,0.967379
zeta-quantile_param_234,0.650913,0.647174,0.480351,0.826167
zeta-quantile_param_235,0.639211,0.629701,0.466870,0.861518
zeta-quantile_param_236,0.618000,0.643013,0.268345,0.799172
zeta-quantile_param_237,0.638856,0.638087,0.491230,0.808905
zeta-quantile_param_238,0.558494,0.553986,0.444067,0.731489
zeta-quantile_param_239,0.838276,0.843393,0.567472,0.994652
zeta-quantile_param_240,0.532285,0.634545,0.047465,0.952019
zeta-quantile_param_241,0.585302,0.561699,0.406060,0.853503
zeta-quantile_param_242,0.894632,0.935794,0.645073,0.996394
zeta-quantile_param_243,0.202269,0.192879,0.057317,0.561888
zeta-quantile_param_244,0.191739,0.190020,0.084072,0.319735
zeta-quantile_param_245,0.664788,0.659951,0.509707,0.874084
zeta-quantile_param_246,0.256670,0.250277,0.077976,0.488876
zeta-quantile_param_247,0.482392,0.509641,0.161186,0.661358
zeta-quantile_param_248,0.736776,0.782336,0.419520,0.916796
zeta-quantile_param_249,0.889137,0.917342,0.618186,0.999711
zeta-quantile_param_250,0.567391,0.566259,0.386862,0.760758
zeta-quantile_param_251,0.618348,0.611059,0.399876,0.930132
zeta-quantile_param_252,0.676430,0.691408,0.348814,0.915564
zeta-quantile_param_253,0.616735,0.622392,0.375542,0.901159
zeta-quantile_param_254,0.770365,0.772240,0.557678,0.890474
zeta-quantile_param_255,0.590150,0.583589,0.483284,0.722832
zeta-quantile_param_256,0.876608,0.911356,0.612543,0.991764
zeta-quantile_param_257,0.664645,0.666292,0.374557,0.841790
zeta-quantile_param_258,0.583602,0.572153,0.378208,0.849595
zeta-quantile_param_259,0.779882,0.801370,0.434800,0.944025
zeta-quantile_param_260,0.090843,0.078016,0.004432,0.353057
zeta-quantile_param_261,0.623333,0.590578,0.366632,0.926699
zeta-quantile_param_262,0.708689,0.740987,0.401055,0.889763
zeta-quantile_param_263,0.645726,0.646428,0.486759,0.797996
zeta-quantile_param_264,0.619420,0.617910,0.504244,0.761272
zeta-quantile_param_265,0.624978,0.617014,0.473216,0.787879
zeta-quantile_param_266,0.600716,0.593376,0.429713,0.781393
zeta-quantile_param_267,0.452629,0.371725,0.141564,0.826822
zeta-quantile_param_268,0.380081,0.324189,0.147176,0.715875
zeta-quantile_param_269,0.725784,0.715097,0.406820,0.976742
zeta-quantile_param_270,0.605305,0.593274,0.426641,0.793967
zeta-quantile_param_271,0.514586,0.518236,0.408037,0.625205
zeta-quantile_param_272,0.679592,0.688603,0.363429,0.882544
zeta-quantile_param_273,0.750000,0.733234,0.481791,0.994861
zeta-quantile_param_274,0.739135,0.734783,0.517860,0.976477
zeta-quantile_param_275,0.752236,0.765886,0.350644,0.987312
zeta-quantile_param_276,0.703590,0.675421,0.310910,0.996617
zeta-quantile_param_277,0.808829,0.805056,0.435824,0.996257
zeta-quantile_param_278,0.808288,0.816782,0.476805,0.994483
zeta-quantile_param_279,0.772051,0.831811,0.311433,0.986998
zeta-quantile_param_280,0.575319,0.576747,0.417978,0.765538
zeta-quantile_param_281,0.633875,0.631810,0.513874,0.777729
zeta-quantile_param_282,0.799385,0.788023,0.553349,0.946772
zeta-quantile_param_283,0.747415,0.725234,0.535181,0.982464
zeta-quantile_param_284,0.686999,0.679666,0.515383,0.851943
zeta-quantile_param_285,0.564417,0.555026,0.247579,0.775605
zeta-quantile_param_286,0.632436,0.628406,0.526980,0.792579
zeta-quantile_param_287,0.633537,0.708690,0.184242,0.889385
zeta-quantile_param_288,0.617277,0.591138,0.358387,0.923699
zeta-quantile_param_289,0.761257,0.771127,0.349476,0.988014
zeta-quantile_param_290,0.743378,0.762454,0.448728,0.929907
zeta-quantile_param_291,0.783957,0.805672,0.389679,0.974518
zeta-quantile_param_292,0.800345,0.816054,0.371648,0.987325
zeta-quantile_param_293,0.769129,0.766133,0.361588,0.989467
zeta-quantile_param_294,0.682015,0.676306,0.536345,0.920013
zeta-quantile_param_295,0.499607,0.499163,0.418624,0.652644
zeta-quantile_param_296,0.615569,0.610675,0.521556,0.777507
zeta-quantile_param_297,0.596938,0.593783,0.496556,0.708283
zeta-quantile_param_298,0.809519,0.829513,0.519819,0.940344
zeta-quantile_param_299,0.544425,0.535662,0.422898,0.760848
zeta-quantile_param_300,0.824553,0.815762,0.617152,0.949028
zeta-quantile_param_301,0.308292,0.303555,0.020658,0.613798
zeta-quantile_param_302,0.714968,0.705355,0.495256,0.913303
zeta-quantile_param_303,0.701064,0.699467,0.455916,0.910200
zeta-quantile_param_304,0.898325,0.928734,0.527985,0.997798
zeta-quantile_param_305,0.822055,0.829038,0.548616,0.984495
zeta-quantile_param_306,0.776142,0.813624,0.298677,0.992614
zeta-quantile_param_307,0.888049,0.940007,0.307604,0.999144
zeta-quantile_param_308,0.831764,0.832080,0.578132,0.987459
zeta-quantile_param_309,0.794312,0.794608,0.521663,0.972100
zeta-quantile_param_310,0.821061,0.844635,0.467994,0.991670
zeta-quantile_param_311,0.833797,0.838629,0.525161,0.995376
zeta-quantile_param_312,0.816197,0.820408,0.529166,0.992094
zeta-quantile_param_313,0.665712,0.656009,0.346328,0.941122
zeta-quantile_param_314,0.557658,0.548501,0.039488,0.973823
zeta-quantile_param_315,0.767695,0.793210,0.401039,0.985774
zeta-quantile_param_316,0.778753,0.770163,0.531119,0.973912
zeta-quantile_param_317,0.847513,0.862020,0.573601,0.995486
zeta-quantile_param_318,0.848337,0.879884,0.393329,0.994299
zeta-quantile_param_319,0.791354,0.799167,0.532480,0.979276
zeta-quantile_param_320,0.753090,0.760162,0.496516,0.924772
zeta-quantile_param_321,0.720184,0.738155,0.369427,0.979305
zeta-quantile_param_322,0.929872,0.953685,0.613712,0.998791
zeta-quantile_param_323,0.730781,0.734446,0.538653,0.896936
zeta-quantile_param_324,0.676686,0.671480,0.381545,0.958511
zeta-quantile_param_325,0.731030,0.816139,0.197279,0.972605
zeta-quantile_param_326,0.609420,0.596291,0.435774,0.810160
zeta-quantile_param_327,0.688785,0.694458,0.347617,0.959606
zeta-quantile_param_328,0.459595,0.488133,0.088486,0.800323
zeta-quantile_param_329,0.700338,0.719603,0.218352,0.976631
zeta-quantile_param_330,0.884252,0.947992,0.436790,0.997723
zeta-quantile_param_331,0.762388,0.767303,0.517322,0.963365
zeta-quantile_param_332,0.185412,0.109088,0.004247,0.746207
zeta-quantile_param_333,0.872088,0.907547,0.466897,0.992135
zeta-quantile_param_334,0.667780,0.654472,0.491796,0.876377
zeta-quantile_param_335,0.629226,0.621230,0.499969,0.788686
zeta-quantile_param_336,0.087803,0.077229,0.009551,0.387832
zeta-quantile_param_337,0.247867,0.116111,0.002796,0.877381
zeta-quantile_param_338,0.665813,0.691577,0.253221,0.975380
zeta-quantile_param_339,0.039889,0.026957,0.001872,0.253359
zeta-quantile_param_340,0.046079,0.042169,0.001435,0.193360
zeta-quantile_param_341,0.304828,0.306209,0.130776,0.506601
zeta-quantile_param_342,0.310338,0.286277,0.158602,0.652694
zeta-quantile_param_343,0.040600,0.035477,0.002901,0.160787
zeta-quantile_param_344,0.068161,0.062038,0.004058,0.210543
zeta-quantile_param_345,0.170330,0.165986,0.010763,0.489510
zeta-quantile_param_346,0.454553,0.445496,0.016687,0.976259
zeta-quantile_param_347,0.304578,0.341432,0.023481,0.655053
zeta-quantile_param_348,0.431631,0.300339,0.040691,0.903515
zeta-quantile_param_349,0.412829,0.402025,0.010020,0.888237
zeta-quantile_param_350,0.798811,0.798394,0.471099,0.997301
zeta-quantile_param_351,0.320684,0.308680,0.021182,0.741796
zeta-quantile_param_352,0.738975,0.788529,0.181483,0.999140
zeta-quantile_param_353,0.707419,0.734851,0.331446,0.959621
zeta-quantile_param_354,0.859244,0.878094,0.651282,0.979816
zeta-quantile_param_355,0.724528,0.796423,0.364186,0.934480
zeta-quantile_param_356,0.714698,0.702333,0.432277,0.985142
zeta-quantile_param_357,0.714944,0.669355,0.464747,0.971497
zeta-quantile_param_358,0.896405,0.965022,0.496486,0.989327
zeta-quantile_param_359,0.603633,0.606800,0.357443,0.922026
zeta-quantile_param_360,0.728472,0.759208,0.339702,0.966127
zeta-quantile_param_361,0.817755,0.823199,0.439800,0.990446
zeta-quantile_param_362,0.769871,0.868451,0.282945,0.992026
zeta-quantile_param_363,0.723609,0.821990,0.366634,0.988670
zeta-quantile_param_364,0.151811,0.152879,0.020885,0.357542
zeta-quantile_param_365,0.794875,0.818327,0.508608,0.951132
zeta-quantile_param_366,0.126261,0.118004,0.030912,0.311210
zeta-quantile_param_367,0.676102,0.681556,0.396998,0.963785
zeta-quantile_param_368,0.378216,0.376789,0.059243,0.796797
zeta-quantile_param_369,0.615554,0.665238,0.010573,0.997562
zeta-quantile_param_370,0.506940,0.514409,0.001571,0.986023
zeta-quantile_param_371,0.782866,0.775697,0.594805,0.941843
zeta-quantile_param_372,0.325973,0.301150,0.068360,0.637829
zeta-quantile_param_373,0.671384,0.652820,0.419984,0.887781
zeta-quantile_param_374,0.119956,0.084091,0.014267,0.560489
zeta-quantile_param_375,0.655012,0.675355,0.338257,0.873461
zeta-quantile_param_376,0.187319,0.092344,0.003293,0.868891
zeta-quantile_param_377,0.557418,0.596310,0.045630,0.939981
zeta-quantile_param_378,0.424672,0.432075,0.015113,0.965620
zeta-quantile_param_379,0.741284,0.773062,0.318798,0.973983
zeta-quantile_param_380,0.053256,0.033746,0.001356,0.296929
zeta-quantile_param_381,0.074705,0.019389,0.000229,0.584680
zeta-quantile_param_382,0.497516,0.497531,0.112231,0.885975
zeta-quantile_param_383,0.623463,0.619588,0.340292,0.963411
zeta-quantile_param_384,0.471263,0.464710,0.031407,0.988647
zeta-quantile_param_385,0.677783,0.682250,0.368688,0.903245
zeta-quantile_param_386,0.344896,0.343519,0.027367,0.788516
zeta-quantile_param_387,0.891519,0.928524,0.281928,0.998805
zeta-quantile_param_388,0.822112,0.922634,0.272680,0.997167
zeta-quantile_param_389,0.774754,0.843049,0.338218,0.986888
zeta-quantile_param_390,0.764944,0.855145,0.126494,0.999516
zeta-quantile_param_391,0.923787,0.974005,0.479834,0.999439
zeta-quantile_param_392,0.919607,0.965240,0.637594,0.999883
zeta-quantile_param_393,0.901130,0.920684,0.600896,0.998613
zeta-quantile_param_394,0.115918,0.057631,0.003305,0.693630
zeta-quantile_param_395,0.169180,0.115665,0.006210,0.525630
zeta-quantile_param_396,0.101659,0.097866,0.002595,0.324102
zeta-quantile_param_397,0.110262,0.087311,0.004191,0.383666
zeta-quantile_param_398,0.602565,0.613719,0.344279,0.867079
zeta-quantile_param_399,0.738910,0.799552,0.358154,0.997417
zeta-quantile_param_400,0.642839,0.648094,0.326002,0.950136
zeta-quantile_param_401,0.198412,0.138449,0.002110,0.835380
zeta-quantile_param_402,0.104539,0.064107,0.003085,0.517123
zeta-quantile_param_403,0.080190,0.053750,0.000142,0.374496
zeta-quantile_param_404,0.116587,0.097638,0.006131,0.474936
zeta-quantile_param_405,0.139420,0.107990,0.010283,0.530015
zeta-quantile_param_406,0.418930,0.489158,0.018319,0.869910
zeta-quantile_param_407,0.645230,0.675495,0.297506,0.933461
zeta-quantile_param_408,0.248891,0.142556,0.005148,0.887045
zeta-quantile_param_409,0.853939,0.879665,0.525958,0.988556
zeta-quantile_param_410,0.773379,0.791427,0.345358,0.996746
zeta-quantile_param_411,0.632208,0.629914,0.281082,0.976146
zeta-quantile_param_412,0.750762,0.769996,0.314230,0.999757
zeta-quantile_param_413,0.561765,0.609486,0.014586,0.952639
zeta-quantile_param_414,0.648312,0.652740,0.356975,0.916879
zeta-quantile_param_415,0.724763,0.717446,0.481470,0.893514
zeta-quantile_param_416,0.902996,0.942040,0.684390,0.983817
zeta-quantile_param_417,0.864709,0.891727,0.563582,0.969550
zeta-quantile_param_418,0.667434,0.674059,0.433905,0.874061
zeta-quantile_param_419,0.161202,0.127561,0.050063,0.447069
zeta-quantile_param_420,0.334619,0.293595,0.125596,0.698337
zeta-quantile_param_421,0.780536,0.788547,0.463688,0.954211
zeta-quantile_param_422,0.486496,0.476017,0.319746,0.662935
zeta-quantile_param_423,0.709936,0.720355,0.408719,0.960669
zeta-quantile_param_424,0.515798,0.520286,0.243860,0.869201
zeta-quantile_param_425,0.631386,0.624478,0.430217,0.841886
zeta-quantile_param_426,0.230562,0.168477,0.010716,0.675456
zeta-quantile_param_427,0.132030,0.124336,0.012633,0.303841
zeta-quantile_param_428,0.062340,0.051991,0.006720,0.230955
zeta-quantile_param_429,0.101707,0.084012,0.005271,0.414273
zeta-quantile_param_430,0.135276,0.113543,0.020961,0.359776
zeta-quantile_param_431,0.143409,0.163772,0.022156,0.350770
zeta-quantile_param_432,0.585821,0.563802,0.410201,0.878078
zeta-quantile_param_433,0.836531,0.832547,0.613212,0.983291
zeta-quantile_param_434,0.976554,0.984389,0.895258,0.999042
