0.91707,0.48409,0.20888,0.41557,0.09795,0.49841,0.20698,0.14512,0.47164,0.44700,0.79605,0.48798,0.51980,0.54080,0.42995,0.92043,0.50785,0.89237,0.86520,0.50641,0.56267,0.49967,0.51008,0.82278,0.77271,0.50488,0.09563,0.63173,0.52952,0.61187,0.53698,0.69671,0.38488,0.22887,0.51484,0.07509,0.53361,0.54414,0.52140,0.51617,0.14803,0.51037,0.18093,0.17280,0.51973,0.49998,0.43331,0.57042,0.51959,0.11831,0.55684,0.16367,0.48964,0.45256,0.14018,0.13197
0.91707,0.48409,0.20888,0.41557,0.09795,0.49841,0.20698,0.14512,0.47164,0.44700,0.79605,0.48798,0.51980,0.54080,0.42995,0.91054,0.50785,0.89237,0.86520,0.50641,0.56267,0.49967,0.51008,0.82278,0.77271,0.50488,0.09563,0.63173,0.52952,0.61187,0.53698,0.69671,0.38488,0.22887,0.51484,0.07509,0.53361,0.54414,0.52140,0.51617,0.14803,0.51037,0.18093,0.17280,0.51973,0.49998,0.43331,0.57042,0.51959,0.11831,0.55684,0.16367,0.48964,0.45256,0.14018,0.13197
0.91995,0.48409,0.20888,0.41557,0.09795,0.49841,0.20698,0.14512,0.47164,0.44700,0.79927,0.48798,0.51980,0.54080,0.42995,0.91054,0.50785,0.89237,0.86520,0.50641,0.56267,0.49967,0.51008,0.82278,0.77271,0.50488,0.09563,0.63173,0.52952,0.61187,0.53698,0.69671,0.38488,0.22887,0.51484,0.07509,0.53361,0.54414,0.52140,0.51617,0.14803,0.51037,0.18093,0.17280,0.51973,0.49998,0.43331,0.57042,0.51959,0.11831,0.55684,0.16367,0.48964,0.45256,0.14018,0.13197
0.91995,0.48409,0.20888,0.41557,0.09795,0.49841,0.20698,0.14512,0.47164,0.44700,0.79927,0.48798,0.51980,0.54080,0.42995,0.91054,0.50785,0.89237,0.86520,0.50641,0.56267,0.49967,0.51008,0.82278,0.77271,0.50488,0.09563,0.63173,0.52952,0.61187,0.53698,0.69671,0.38488,0.22887,0.51484,0.07509,0.53361,0.54414,0.52140,0.51617,0.14803,0.51037,0.18093,0.17280,0.51973,0.49998,0.43331,0.57042,0.51959,0.11831,0.55684,0.16367,0.48964,0.45256,0.14018,0.13197
0.91995,0.48409,0.20888,0.41557,0.09795,0.49841,0.20698,0.14512,0.47164,0.44700,0.79927,0.48798,0.51980,0.54080,0.42995,0.91054,0.50785,0.89237,0.86720,0.50641,0.56267,0.49967,0.51008,0.82278,0.77271,0.50488,0.09563,0.63173,0.52952,0.61187,0.53698,0.69671,0.38488,0.22887,0.51484,0.06540,0.53361,0.54414,0.52140,0.51617,0.14803,0.51037,0.18093,0.17280,0.51973,0.49998,0.43331,0.57042,0.51959,0.11831,0.55684,0.16367,0.48964,0.45256,0.14018,0.13197
0.91995,0.48409,0.20888,0.41557,0.09795,0.49841,0.20698,0.14512,0.47164,0.44700,0.79927,0.48798,0.51980,0.54080,0.42995,0.91054,0.50785,0.89237,0.86720,0.50641,0.56267,0.49967,0.51008,0.82278,0.77271,0.50488,0.09563,0.63173,0.52952,0.61187,0.53698,0.69671,0.38488,0.22887,0.51484,0.06540,0.53361,0.54414,0.52140,0.51617,0.14803,0.51037,0.18093,0.17280,0.51973,0.49998,0.43331,0.57042,0.51959,0.11831,0.55684,0.16367,0.48964,0.45256,0.14018,0.13197
0.91995,0.48409,0.20888,0.41557,0.09795,0.49841,0.20698,0.14512,0.47164,0.44700,0.79927,0.48798,0.51980,0.54080,0.42995,0.91054,0.50785,0.89237,0.85732,0.50641,0.56267,0.49967,0.51008,0.82278,0.77271,0.50488,0.09563,0.63173,0.52952,0.61187,0.53698,0.69671,0.38488,0.22887,0.51484,0.06540,0.53361,0.54414,0.52140,0.51617,0.14803,0.51037,0.18093,0.17280,0.51973,0.49998,0.43331,0.57042,0.51959,0.11831,0.55684,0.16367,0.48964,0.45256,0.14018,0.13197
0.91995,0.48409,0.20888,0.41557,0.09795,0.49841,0.20698,0.14512,0.47164,0.44700,0.79927,0.48798,0.51980,0.54080,0.42995,0.91126,0.50785,0.89237,0.85732,0.50641,0.56267,0.49967,0.51008,0.82278,0.77271,0.50488,0.09563,0.63173,0.52952,0.61187,0.53698,0.69671,0.38488,0.22887,0.51484,0.06540,0.53361,0.54414,0.52140,0.51617,0.14803,0.51037,0.18093,0.17280,0.51973,0.49998,0.43331,0.57042,0.51959,0.11831,0.55684,0.16367,0.48964,0.45256,0.14018,0.13197
0.91995,0.48409,0.20888,0.41557,0.09795,0.49841,0.20698,0.14512,0.47164,0.44700,0.79927,0.48798,0.51980,0.54080,0.42995,0.91126,0.50785,0.89213,0.85486,0.50641,0.56267,0.49967,0.51008,0.82278,0.77271,0.50488,0.09563,0.63173,0.52952,0.61187,0.53698,0.69671,0.38488,0.22887,0.51484,0.06540,0.53361,0.54414,0.52140,0.51617,0.14803,0.51037,0.18093,0.17280,0.51973,0.49998,0.43331,0.57042,0.51959,0.11831,0.55684,0.16367,0.48964,0.45256,0.14018,0.13197
0.91995,0.48409,0.20888,0.41557,0.09795,0.49841,0.20698,0.14512,0.47164,0.44700,0.79927,0.48798,0.51980,0.54080,0.42995,0.91645,0.50785,0.89360,0.85486,0.50641,0.56267,0.49967,0.51008,0.82278,0.77271,0.50488,0.09563,0.63173,0.52952,0.61187,0.53698,0.69671,0.38488,0.22887,0.51484,0.06540,0.53361,0.54414,0.52140,0.51617,0.14803,0.51037,0.18093,0.17280,0.51973,0.49998,0.43331,0.57042,0.51959,0.11831,0.55684,0.16367,0.48964,0.45256,0.14018,0.13126
