param,mean,median,1.000_CI_LB,1.000_CI_UB
zeta-quantile_param_1634,0.522285,0.519073,0.355760,0.688165
zeta-quantile_param_1635,0.617049,0.621525,0.285325,0.852706
zeta-quantile_param_1636,0.651847,0.646451,0.410394,0.882637
zeta-quantile_param_1637,0.788653,0.791717,0.492809,0.983421
zeta-quantile_param_1638,0.685384,0.693637,0.297085,0.951926
zeta-quantile_param_1639,0.782373,0.780941,0.511710,0.984375
zeta-quantile_param_1640,0.811815,0.870097,0.248811,0.977534
zeta-quantile_param_1641,0.863259,0.902321,0.442165,0.998843
zeta-quantile_param_1642,0.642320,0.666584,0.248956,0.961745
zeta-quantile_param_1643,0.463737,0.482324,0.001106,0.945571
zeta-quantile_param_1644,0.631134,0.621421,0.248333,0.980416
zeta-quantile_param_1645,0.680604,0.696517,0.381559,0.917948
zeta-quantile_param_1646,0.568385,0.560061,0.337832,0.777908
zeta-quantile_param_1647,0.841264,0.872050,0.537969,0.964320
zeta-quantile_param_1648,0.751853,0.760215,0.550980,0.908700
zeta-quantile_param_1649,0.008629,0.003852,0.000016,0.092289
zeta-quantile_param_1650,0.003718,0.000767,0.000013,0.050652
zeta-quantile_param_1651,0.013829,0.005688,0.000167,0.129401
zeta-quantile_param_1652,0.029921,0.019663,0.000064,0.144192
zeta-quantile_param_1653,0.050832,0.024474,0.000227,0.340032
zeta-quantile_param_1654,0.411699,0.367912,0.042927,0.855442
zeta-quantile_param_1655,0.318523,0.229190,0.008128,0.931969
zeta-quantile_param_1656,0.267342,0.219348,0.013097,0.894197
zeta-quantile_param_1657,0.311158,0.303374,0.035138,0.674624
zeta-quantile_param_1658,0.379476,0.357688,0.055175,0.782149
zeta-quantile_param_1659,0.048722,0.045492,0.005512,0.154585
zeta-quantile_param_1660,0.868585,0.879698,0.607076,0.989796
zeta-quantile_param_1661,0.964926,0.982664,0.699756,0.999461
zeta-quantile_param_1662,0.895688,0.911017,0.616519,0.996755
zeta-quantile_param_1663,0.738352,0.789974,0.188344,0.997610
zeta-quantile_param_1664,0.048172,0.030647,0.000006,0.269384
zeta-quantile_param_1665,0.693119,0.736052,0.146184,0.964627
zeta-quantile_param_1666,0.581528,0.680139,0.007930,0.967831
zeta-quantile_param_1667,0.703186,0.825639,0.175981,0.999567
zeta-quantile_param_1668,0.596540,0.608979,0.245391,0.984220
zeta-quantile_param_1669,0.141770,0.097470,0.017450,0.663407
zeta-quantile_param_1670,0.018038,0.006999,0.000020,0.166406
zeta-quantile_param_1671,0.017356,0.002655,0.000018,0.225860
zeta-quantile_param_1672,0.003981,0.001292,0.000002,0.040235
zeta-quantile_param_1673,0.043255,0.029135,0.000002,0.262251
zeta-quantile_param_1674,0.027512,0.008618,0.000044,0.179926
zeta-quantile_param_1675,0.069889,0.045885,0.000014,0.367427
zeta-quantile_param_1676,0.053986,0.033345,0.000002,0.290128
zeta-quantile_param_1677,0.059955,0.025278,0.000047,0.409543
zeta-quantile_param_1678,0.502499,0.515590,0.238207,0.809258
zeta-quantile_param_1679,0.301091,0.219666,0.009555,0.896442
zeta-quantile_param_1680,0.639732,0.676955,0.177278,0.942735
zeta-quantile_param_1681,0.098722,0.070549,0.008545,0.379248
zeta-quantile_param_1682,0.120560,0.104105,0.017912,0.422512
zeta-quantile_param_1683,0.382332,0.386196,0.053387,0.756228
zeta-quantile_param_1684,0.628296,0.640476,0.270309,0.973709
zeta-quantile_param_1685,0.495410,0.591570,0.023470,0.937734
zeta-quantile_param_1686,0.656444,0.665476,0.260638,0.986008
zeta-quantile_param_1687,0.526013,0.554602,0.067907,0.895952
zeta-quantile_param_1688,0.383565,0.375823,0.000234,0.779901
zeta-quantile_param_1689,0.095640,0.056599,0.000715,0.537515
zeta-quantile_param_1690,0.566110,0.601633,0.175956,0.971880
zeta-quantile_param_1691,0.338052,0.323853,0.060609,0.764489
zeta-quantile_param_1692,0.604836,0.627927,0.181184,0.981254
zeta-quantile_param_1693,0.655449,0.667712,0.188160,0.999098
zeta-quantile_param_1694,0.492536,0.473596,0.256267,0.823118
zeta-quantile_param_1695,0.580690,0.568039,0.277095,0.866891
zeta-quantile_param_1696,0.672546,0.714579,0.328263,0.891992
zeta-quantile_param_1697,0.469440,0.573844,0.002338,0.896413
zeta-quantile_param_1698,0.177660,0.183185,0.020017,0.479778
zeta-quantile_param_1699,0.919545,0.969528,0.543031,0.998170
zeta-quantile_param_1700,0.704783,0.718708,0.324017,0.983607
zeta-quantile_param_1701,0.847641,0.852440,0.680823,0.942284
zeta-quantile_param_1702,0.501260,0.437182,0.148146,0.873747
zeta-quantile_param_1703,0.533013,0.536134,0.373604,0.690127
zeta-quantile_param_1704,0.740203,0.749932,0.400825,0.979495
zeta-quantile_param_1705,0.813879,0.864796,0.305264,0.985596
zeta-quantile_param_1706,0.814268,0.845329,0.198330,0.999589
zeta-quantile_param_1707,0.082827,0.066135,0.006337,0.275277
zeta-quantile_param_1708,0.650126,0.638867,0.320030,0.968066
zeta-quantile_param_1709,0.389152,0.377798,0.099134,0.687102
zeta-quantile_param_1710,0.507835,0.528838,0.164099,0.845607
zeta-quantile_param_1711,0.448124,0.425300,0.165586,0.770307
zeta-quantile_param_1712,0.128110,0.117572,0.036348,0.301861
zeta-quantile_param_1713,0.481085,0.434937,0.132709,0.945950
zeta-quantile_param_1714,0.455750,0.370840,0.021338,0.953447
zeta-quantile_param_1715,0.593180,0.574551,0.368473,0.907034
zeta-quantile_param_1716,0.149793,0.117572,0.005316,0.565518
zeta-quantile_param_1717,0.096378,0.039684,0.004110,0.382976
zeta-quantile_param_1718,0.812447,0.814081,0.514354,0.983536
zeta-quantile_param_1719,0.132378,0.119285,0.013476,0.305743
zeta-quantile_param_1720,0.386202,0.375600,0.132443,0.657922
zeta-quantile_param_1721,0.152921,0.160212,0.000887,0.412773
zeta-quantile_param_1722,0.051234,0.032682,0.003970,0.204108
zeta-quantile_param_1723,0.450490,0.440994,0.266386,0.771631
zeta-quantile_param_1724,0.105551,0.068080,0.000935,0.626982
zeta-quantile_param_1725,0.147166,0.134342,0.059189,0.387313
zeta-quantile_param_1726,0.223641,0.241987,0.024201,0.431659
zeta-quantile_param_1727,0.318749,0.259521,0.010049,0.778195
zeta-quantile_param_1728,0.686900,0.724498,0.252050,0.967716
zeta-quantile_param_1729,0.147339,0.135248,0.006941,0.578808
zeta-quantile_param_1730,0.352355,0.320469,0.018081,0.799270
zeta-quantile_param_1731,0.824421,0.825652,0.614770,0.963785
zeta-quantile_param_1732,0.781694,0.803409,0.557737,0.911511
zeta-quantile_param_1733,0.968547,0.977842,0.864280,0.999851
zeta-quantile_param_1734,0.570110,0.519955,0.383952,0.878111
zeta-quantile_param_1735,0.456127,0.462328,0.308465,0.664186
zeta-quantile_param_1736,0.092042,0.080718,0.008332,0.258012
zeta-quantile_param_1737,0.027564,0.022478,0.001532,0.098236
zeta-quantile_param_1738,0.009722,0.008924,0.001790,0.035551
zeta-quantile_param_1739,0.594691,0.575685,0.369149,0.860236
zeta-quantile_param_1740,0.545296,0.535197,0.285804,0.797935
zeta-quantile_param_1741,0.258534,0.273333,0.110288,0.415868
zeta-quantile_param_1742,0.180354,0.145976,0.008618,0.458827
zeta-quantile_param_1743,0.821120,0.840546,0.487620,0.974011
zeta-quantile_param_1744,0.486340,0.531010,0.152059,0.757508
zeta-quantile_param_1745,0.079237,0.068472,0.005241,0.208102
zeta-quantile_param_1746,0.565181,0.563114,0.335884,0.830960
zeta-quantile_param_1747,0.320980,0.332008,0.115650,0.583892
zeta-quantile_param_1748,0.149935,0.147516,0.013755,0.333659
zeta-quantile_param_1749,0.436583,0.420892,0.150896,0.790374
zeta-quantile_param_1750,0.171083,0.129208,0.029467,0.420961
zeta-quantile_param_1751,0.057483,0.011146,0.000704,0.302501
zeta-quantile_param_1752,0.348240,0.341623,0.226341,0.634760
zeta-quantile_param_1753,0.102991,0.089074,0.006151,0.294237
zeta-quantile_param_1754,0.468570,0.461558,0.370340,0.625877
zeta-quantile_param_1755,0.872057,0.861543,0.743599,0.974813
zeta-quantile_param_1756,0.841440,0.921934,0.470948,0.998026
zeta-quantile_param_1757,0.825153,0.838213,0.596235,0.988171
zeta-quantile_param_1758,0.718125,0.755823,0.347227,0.956312
zeta-quantile_param_1759,0.439615,0.461998,0.105532,0.696490
zeta-quantile_param_1760,0.465039,0.464760,0.260614,0.708919
zeta-quantile_param_1761,0.134429,0.129481,0.035657,0.324188
zeta-quantile_param_1762,0.440241,0.407577,0.179613,0.788228
zeta-quantile_param_1763,0.479024,0.407596,0.283071,0.951437
zeta-quantile_param_1764,0.636820,0.667507,0.269704,0.895899
zeta-quantile_param_1765,0.138096,0.123004,0.035738,0.333875
zeta-quantile_param_1766,0.051682,0.040691,0.004264,0.179745
zeta-quantile_param_1767,0.086644,0.075721,0.000284,0.271983
zeta-quantile_param_1768,0.469237,0.464592,0.356718,0.642039
zeta-quantile_param_1769,0.507436,0.501749,0.164319,0.871318
zeta-quantile_param_1770,0.455873,0.443708,0.292464,0.700270
zeta-quantile_param_1771,0.438375,0.433157,0.276695,0.667324
zeta-quantile_param_1772,0.080159,0.078727,0.010255,0.230788
zeta-quantile_param_1773,0.797484,0.814140,0.520081,0.959572
zeta-quantile_param_1774,0.447232,0.448868,0.328428,0.588835
zeta-quantile_param_1775,0.481644,0.480730,0.356274,0.618322
zeta-quantile_param_1776,0.119106,0.115056,0.011972,0.336144
zeta-quantile_param_1777,0.643248,0.620307,0.465820,0.875445
zeta-quantile_param_1778,0.366689,0.346771,0.092468,0.766861
zeta-quantile_param_1779,0.197306,0.183049,0.008307,0.453492
zeta-quantile_param_1780,0.728417,0.738972,0.511423,0.846696
zeta-quantile_param_1781,0.138898,0.095345,0.017959,0.417667
zeta-quantile_param_1782,0.705354,0.726386,0.294355,0.963058
zeta-quantile_param_1783,0.720333,0.653051,0.287640,0.998052
zeta-quantile_param_1784,0.835171,0.853766,0.448281,0.989306
zeta-quantile_param_1785,0.681189,0.690366,0.473017,0.803798
zeta-quantile_param_1786,0.713350,0.709144,0.568227,0.909497
zeta-quantile_param_1787,0.221624,0.125327,0.058368,0.698908
zeta-quantile_param_1788,0.710212,0.710241,0.426966,0.937159
zeta-quantile_param_1789,0.510689,0.502683,0.392665,0.664105
zeta-quantile_param_1790,0.695019,0.704966,0.400742,0.928691
zeta-quantile_param_1791,0.703122,0.717727,0.276046,0.985325
zeta-quantile_param_1792,0.067953,0.063393,0.001086,0.267995
zeta-quantile_param_1793,0.657315,0.621090,0.271559,0.961614
zeta-quantile_param_1794,0.614824,0.642976,0.357710,0.835546
zeta-quantile_param_1795,0.687207,0.685679,0.480671,0.906493
zeta-quantile_param_1796,0.078070,0.065587,0.002610,0.257604
zeta-quantile_param_1797,0.432809,0.467242,0.098315,0.726892
zeta-quantile_param_1798,0.614331,0.622515,0.348742,0.934182
zeta-quantile_param_1799,0.734509,0.757698,0.384096,0.975006
zeta-quantile_param_1800,0.790689,0.795818,0.558805,0.960330
zeta-quantile_param_1801,0.607189,0.623349,0.285581,0.917094
zeta-quantile_param_1802,0.564632,0.567045,0.275449,0.870704
zeta-quantile_param_1803,0.692370,0.701178,0.351136,0.926495
zeta-quantile_param_1804,0.583678,0.564868,0.271983,0.946421
zeta-quantile_param_1805,0.778332,0.822303,0.296667,0.973635
zeta-quantile_param_1806,0.498115,0.479199,0.277747,0.831651
zeta-quantile_param_1807,0.662287,0.682104,0.331810,0.977957
zeta-quantile_param_1808,0.099739,0.085296,0.020523,0.324562
zeta-quantile_param_1809,0.867929,0.915686,0.451725,0.984737
zeta-quantile_param_1810,0.879123,0.914657,0.558028,0.994973
zeta-quantile_param_1811,0.800342,0.839865,0.316296,0.997020
zeta-quantile_param_1812,0.859119,0.865426,0.631307,0.993793
zeta-quantile_param_1813,0.622146,0.632122,0.371973,0.878591
zeta-quantile_param_1814,0.872909,0.926225,0.448699,0.996291
zeta-quantile_param_1815,0.583535,0.595713,0.111132,0.914399
zeta-quantile_param_1816,0.099259,0.069691,0.013245,0.407255
zeta-quantile_param_1817,0.922996,0.973633,0.668419,0.996504
zeta-quantile_param_1818,0.854416,0.890689,0.590288,0.986724
zeta-quantile_param_1819,0.839144,0.877246,0.454895,0.958021
zeta-quantile_param_1820,0.163140,0.118239,0.007036,0.571399
zeta-quantile_param_1821,0.782250,0.790965,0.648929,0.900140
zeta-quantile_param_1822,0.761846,0.773426,0.595830,0.900052
zeta-quantile_param_1823,0.185997,0.157083,0.015051,0.584271
zeta-quantile_param_1824,0.674850,0.703786,0.309029,0.954466
zeta-quantile_param_1825,0.780024,0.811989,0.315910,0.988527
zeta-quantile_param_1826,0.744055,0.750804,0.430642,0.957006
zeta-quantile_param_1827,0.665038,0.645564,0.298492,0.971156
zeta-quantile_param_1828,0.921352,0.940147,0.688150,0.995930
zeta-quantile_param_1829,0.816077,0.854466,0.327798,0.992391
zeta-quantile_param_1830,0.660596,0.651924,0.280461,0.962571
zeta-quantile_param_1831,0.895422,0.932402,0.488065,0.994361
zeta-quantile_param_1832,0.826091,0.809160,0.532373,0.996448
zeta-quantile_param_1833,0.751037,0.735781,0.361292,0.986683
zeta-quantile_param_1834,0.048772,0.048890,0.000660,0.163596
zeta-quantile_param_1835,0.044983,0.036851,0.000316,0.179654
zeta-quantile_param_1836,0.059443,0.050867,0.004244,0.179601
zeta-quantile_param_1837,0.125306,0.119060,0.042922,0.355512
zeta-quantile_param_1838,0.112174,0.091892,0.015933,0.345801
zeta-quantile_param_1839,0.302609,0.343530,0.019043,0.630564
zeta-quantile_param_1840,0.259758,0.186435,0.002528,0.838667
zeta-quantile_param_1841,0.576104,0.587758,0.086161,0.948076
zeta-quantile_param_1842,0.643459,0.637863,0.436414,0.857381
zeta-quantile_param_1843,0.230308,0.221679,0.118985,0.448987
zeta-quantile_param_1844,0.516784,0.512144,0.374041,0.642398
zeta-quantile_param_1845,0.935839,0.985293,0.490504,0.999205
zeta-quantile_param_1846,0.736279,0.726787,0.504751,0.915281
zeta-quantile_param_1847,0.039012,0.031212,0.008163,0.134416
zeta-quantile_param_1848,0.976526,0.981393,0.926493,0.994493
zeta-quantile_param_1849,0.643874,0.686956,0.397934,0.842511
zeta-quantile_param_1850,0.408596,0.380858,0.191895,0.861313
zeta-quantile_param_1851,0.614156,0.609119,0.413042,0.890764
zeta-quantile_param_1852,0.567636,0.647561,0.081990,0.932922
zeta-quantile_param_1853,0.623902,0.623390,0.364985,0.796643
zeta-quantile_param_1854,0.188487,0.112270,0.003752,0.527002
zeta-quantile_param_1855,0.120879,0.103049,0.032285,0.349836
zeta-quantile_param_1856,0.254082,0.227668,0.060632,0.636806
zeta-quantile_param_1857,0.478005,0.466905,0.127769,0.847771
zeta-quantile_param_1858,0.591203,0.563764,0.214814,0.855680
zeta-quantile_param_1859,0.810674,0.881777,0.463793,0.948607
zeta-quantile_param_1860,0.020787,0.020520,0.002714,0.071641
zeta-quantile_param_1861,0.032310,0.015841,0.000316,0.248892
zeta-quantile_param_1862,0.420413,0.395313,0.121639,0.873026
zeta-quantile_param_1863,0.206018,0.179448,0.005857,0.639881
zeta-quantile_param_1864,0.520816,0.529935,0.249619,0.831286
zeta-quantile_param_1865,0.647023,0.661605,0.271871,0.910848
zeta-quantile_param_1866,0.892849,0.936938,0.572122,0.990391
zeta-quantile_param_1867,0.807437,0.841307,0.327342,0.977876
zeta-quantile_param_1868,0.856544,0.895580,0.442854,0.999054
zeta-quantile_param_1869,0.941465,0.990246,0.464557,0.999996
zeta-quantile_param_1870,0.898889,0.947551,0.598767,0.995898
zeta-quantile_param_1871,0.064272,0.055743,0.007649,0.180282
zeta-quantile_param_1872,0.088873,0.068719,0.011968,0.291680
zeta-quantile_param_1873,0.574549,0.662140,0.150865,0.919176
zeta-quantile_param_1874,0.418835,0.411990,0.318367,0.596109
zeta-quantile_param_1875,0.054246,0.045778,0.002768,0.217598
zeta-quantile_param_1876,0.020247,0.006564,0.000004,0.215957
zeta-quantile_param_1877,0.012730,0.002713,0.000013,0.123865
zeta-quantile_param_1878,0.007573,0.003435,0.000136,0.078710
zeta-quantile_param_1879,0.008512,0.006071,0.000349,0.040085
zeta-quantile_param_1880,0.005420,0.002734,0.000228,0.064702
zeta-quantile_param_1881,0.303391,0.275349,0.034337,0.853262
zeta-quantile_param_1882,0.014208,0.007173,0.000074,0.089084
zeta-quantile_param_1883,0.097133,0.021937,0.000014,0.722086
zeta-quantile_param_1884,0.286634,0.270636,0.120761,0.553575
zeta-quantile_param_1885,0.226638,0.217632,0.000907,0.731564
zeta-quantile_param_1886,0.039839,0.007605,0.000023,0.521340
zeta-quantile_param_1887,0.289691,0.272687,0.004581,0.800708
zeta-quantile_param_1888,0.282209,0.260229,0.005797,0.903902
zeta-quantile_param_1889,0.053299,0.015738,0.000133,0.463275
zeta-quantile_param_1890,0.399375,0.363660,0.123990,0.847167
zeta-quantile_param_1891,0.035504,0.013275,0.000006,0.381397
zeta-quantile_param_1892,0.418790,0.388891,0.024385,0.898184
zeta-quantile_param_1893,0.638402,0.619074,0.176248,0.994041
zeta-quantile_param_1894,0.028339,0.024133,0.000418,0.119676
zeta-quantile_param_1895,0.497400,0.527674,0.031692,0.920105
zeta-quantile_param_1896,0.354902,0.351109,0.024700,0.756377
zeta-quantile_param_1897,0.065533,0.053999,0.001717,0.358514
zeta-quantile_param_1898,0.487039,0.480900,0.252834,0.862486
zeta-quantile_param_1899,0.069692,0.058707,0.006012,0.220117
zeta-quantile_param_1900,0.580923,0.583551,0.380003,0.739001
zeta-quantile_param_1901,0.516849,0.514849,0.366557,0.694394
zeta-quantile_param_1902,0.526449,0.494004,0.375348,0.823479
zeta-quantile_param_1903,0.838810,0.846249,0.647427,0.941243
zeta-quantile_param_1904,0.153769,0.145016,0.063822,0.297344
zeta-quantile_param_1905,0.573781,0.579958,0.352461,0.713483
zeta-quantile_param_1906,0.450461,0.441411,0.191930,0.699386
zeta-quantile_param_1907,0.091321,0.076519,0.003706,0.320337
zeta-quantile_param_1908,0.133895,0.113721,0.012170,0.390066
zeta-quantile_param_1909,0.594961,0.575581,0.345929,0.867470
zeta-quantile_param_1910,0.092296,0.092742,0.035990,0.182912
zeta-quantile_param_1911,0.050391,0.044237,0.002100,0.187984
zeta-quantile_param_1912,0.088591,0.086350,0.036751,0.234332
zeta-quantile_param_1913,0.514829,0.515997,0.286765,0.753621
zeta-quantile_param_1914,0.089897,0.062027,0.008723,0.327301
zeta-quantile_param_1915,0.190887,0.183351,0.075009,0.390911
zeta-quantile_param_1916,0.536033,0.523325,0.307297,0.806389
zeta-quantile_param_1917,0.013964,0.005106,0.000796,0.091716
zeta-quantile_param_1918,0.026368,0.004375,0.000310,0.270565
zeta-quantile_param_1919,0.050943,0.042023,0.009739,0.154868
zeta-quantile_param_1920,0.061487,0.060159,0.011536,0.138876
zeta-quantile_param_1921,0.354529,0.371781,0.089224,0.582491
zeta-quantile_param_1922,0.701857,0.702467,0.431983,0.921218
zeta-quantile_param_1923,0.738001,0.810079,0.370420,0.935435
zeta-quantile_param_1924,0.585450,0.555636,0.249897,0.891404
zeta-quantile_param_1925,0.423335,0.401509,0.187080,0.834243
zeta-quantile_param_1926,0.623710,0.636113,0.322553,0.908090
zeta-quantile_param_1927,0.631384,0.636682,0.261728,0.871776
zeta-quantile_param_1928,0.779164,0.800453,0.410712,0.981583
zeta-quantile_param_1929,0.243504,0.231384,0.028420,0.817185
zeta-quantile_param_1930,0.487109,0.458496,0.210775,0.796271
zeta-quantile_param_1931,0.641241,0.663640,0.390598,0.838235
zeta-quantile_param_1932,0.070442,0.061618,0.020796,0.181305
zeta-quantile_param_1933,0.239544,0.260271,0.030050,0.538422
zeta-quantile_param_1934,0.239137,0.207387,0.017177,0.647344
zeta-quantile_param_1935,0.043130,0.025388,0.000136,0.285060
zeta-quantile_param_1936,0.029768,0.018255,0.000432,0.154867
zeta-quantile_param_1937,0.419806,0.425832,0.065721,0.827717
zeta-quantile_param_1938,0.576548,0.590476,0.232728,0.926149
zeta-quantile_param_1939,0.410947,0.271839,0.050414,0.963732
zeta-quantile_param_1940,0.860350,0.891546,0.421776,0.994610
zeta-quantile_param_1941,0.609434,0.594829,0.293600,0.947633
zeta-quantile_param_1942,0.541168,0.522605,0.282003,0.914319
zeta-quantile_param_1943,0.548146,0.473987,0.172158,0.995926
zeta-quantile_param_1944,0.422515,0.311941,0.002921,0.933459
zeta-quantile_param_1945,0.096407,0.080905,0.004515,0.254899
zeta-quantile_param_1946,0.432377,0.413664,0.201783,0.800551
zeta-quantile_param_1947,0.201690,0.094793,0.000178,0.811697
zeta-quantile_param_1948,0.701826,0.743415,0.226951,0.964813
zeta-quantile_param_1949,0.589299,0.553616,0.283470,0.924045
zeta-quantile_param_1950,0.768631,0.785056,0.421213,0.953861
zeta-quantile_param_1951,0.691992,0.718414,0.275019,0.993923
zeta-quantile_param_1952,0.522438,0.528250,0.326716,0.714711
zeta-quantile_param_1953,0.088789,0.079679,0.007188,0.267872
zeta-quantile_param_1954,0.675689,0.664494,0.527238,0.849360
zeta-quantile_param_1955,0.757209,0.773595,0.391785,0.981185
zeta-quantile_param_1956,0.306293,0.228353,0.025343,0.858227
zeta-quantile_param_1957,0.816832,0.855634,0.418491,0.986817
zeta-quantile_param_1958,0.176163,0.167255,0.067376,0.356010
zeta-quantile_param_1959,0.491622,0.486004,0.248747,0.733183
zeta-quantile_param_1960,0.583452,0.646988,0.048917,0.967602
zeta-quantile_param_1961,0.456518,0.465744,0.153453,0.798806
zeta-quantile_param_1962,0.562388,0.674832,0.047332,0.957961
zeta-quantile_param_1963,0.819917,0.869905,0.459670,0.996156
zeta-quantile_param_1964,0.796173,0.814779,0.496932,0.955323
zeta-quantile_param_1965,0.805103,0.846001,0.268822,0.994255
zeta-quantile_param_1966,0.677225,0.690461,0.252570,0.967379
zeta-quantile_param_1967,0.756934,0.826047,0.259933,0.999931
zeta-quantile_param_1968,0.946700,0.964692,0.703531,0.997497
zeta-quantile_param_1969,0.974048,0.987932,0.844112,0.999688
zeta-quantile_param_1970,0.871671,0.912224,0.416145,0.993565
zeta-quantile_param_1971,0.463085,0.492597,0.023954,0.913184
zeta-quantile_param_1972,0.903610,0.929649,0.612248,0.996821
zeta-quantile_param_1973,0.712761,0.724721,0.283292,0.973884
zeta-quantile_param_1974,0.776537,0.819464,0.322229,0.994910
zeta-quantile_param_1975,0.577648,0.572918,0.168197,0.990285
zeta-quantile_param_1976,0.692390,0.733512,0.234670,0.977601
zeta-quantile_param_1977,0.830411,0.952811,0.180551,0.999679
zeta-quantile_param_1978,0.543910,0.521114,0.196257,0.956392
zeta-quantile_param_1979,0.220603,0.122485,0.004187,0.674131
zeta-quantile_param_1980,0.132201,0.093332,0.006573,0.460096
zeta-quantile_param_1981,0.869978,0.906981,0.586392,0.995938
zeta-quantile_param_1982,0.838563,0.877006,0.459279,0.980306
zeta-quantile_param_1983,0.581311,0.556315,0.206781,0.961504
zeta-quantile_param_1984,0.764451,0.756525,0.471799,0.945914
zeta-quantile_param_1985,0.873537,0.904344,0.584459,0.992458
zeta-quantile_param_1986,0.152032,0.122403,0.008809,0.440255
zeta-quantile_param_1987,0.074362,0.036534,0.001352,0.380853
zeta-quantile_param_1988,0.557625,0.511906,0.060881,0.987226
zeta-quantile_param_1989,0.753424,0.833796,0.291221,0.997254
zeta-quantile_param_1990,0.350041,0.323005,0.092938,0.675106
zeta-quantile_param_1991,0.584375,0.590978,0.381942,0.840379
zeta-quantile_param_1992,0.530209,0.503649,0.290158,0.759186
zeta-quantile_param_1993,0.702529,0.694537,0.495128,0.911406
zeta-quantile_param_1994,0.076750,0.070175,0.012626,0.214377
zeta-quantile_param_1995,0.619718,0.643484,0.397233,0.795107
zeta-quantile_param_1996,0.985512,0.986376,0.921435,0.999016
zeta-quantile_param_1997,0.687910,0.683751,0.495404,0.881280
zeta-quantile_param_1998,0.272515,0.260364,0.095584,0.519435
zeta-quantile_param_1999,0.458353,0.448341,0.311806,0.652272
zeta-quantile_param_2000,0.034458,0.032009,0.004567,0.117907
zeta-quantile_param_2001,0.084489,0.070795,0.006800,0.326515
zeta-quantile_param_2002,0.803461,0.938970,0.251278,0.984685
zeta-quantile_param_2003,0.565681,0.551859,0.258778,0.869480
zeta-quantile_param_2004,0.268828,0.228037,0.022514,0.722021
zeta-quantile_param_2005,0.565920,0.564600,0.259471,0.940098
zeta-quantile_param_2006,0.500040,0.539067,0.018581,0.864038
zeta-quantile_param_2007,0.610624,0.598722,0.192758,0.975133
zeta-quantile_param_2008,0.590469,0.592383,0.153943,0.996232
zeta-quantile_param_2009,0.695874,0.706224,0.244356,0.980755
zeta-quantile_param_2010,0.613368,0.601626,0.157578,0.999495
zeta-quantile_param_2011,0.598656,0.526817,0.181421,0.999912
zeta-quantile_param_2012,0.677203,0.664837,0.331566,0.997156
zeta-quantile_param_2013,0.396320,0.354046,0.174300,0.891603
zeta-quantile_param_2014,0.123580,0.120477,0.014111,0.290664
zeta-quantile_param_2015,0.829149,0.826184,0.589551,0.987864
zeta-quantile_param_2016,0.443044,0.446739,0.139338,0.745035
zeta-quantile_param_2017,0.034173,0.023716,0.000260,0.178502
zeta-quantile_param_2018,0.029078,0.012199,0.000341,0.272422
zeta-quantile_param_2019,0.618168,0.644105,0.237615,0.890108
zeta-quantile_param_2020,0.284106,0.263338,0.182929,0.496387
zeta-quantile_param_2021,0.500949,0.469047,0.288503,0.879838
zeta-quantile_param_2022,0.549273,0.546682,0.256356,0.913074
zeta-quantile_param_2023,0.511835,0.485347,0.268349,0.871716
zeta-quantile_param_2024,0.096495,0.071743,0.007753,0.392088
zeta-quantile_param_2025,0.654135,0.675290,0.389428,0.922858
zeta-quantile_param_2026,0.458510,0.508034,0.137597,0.678230
zeta-quantile_param_2027,0.261204,0.226779,0.048594,0.585796
zeta-quantile_param_2028,0.402414,0.408135,0.130282,0.705489
zeta-quantile_param_2029,0.158771,0.153997,0.043383,0.308638
zeta-quantile_param_2030,0.219915,0.201847,0.045877,0.492183
zeta-quantile_param_2031,0.199516,0.189291,0.015570,0.564148
zeta-quantile_param_2032,0.374640,0.347568,0.131398,0.778468
zeta-quantile_param_2033,0.339125,0.378826,0.042432,0.669610
zeta-quantile_param_2034,0.709848,0.714408,0.491219,0.839930
zeta-quantile_param_2035,0.248124,0.251648,0.094658,0.443190
zeta-quantile_param_2036,0.495333,0.466789,0.316653,0.765607
zeta-quantile_param_2037,0.267969,0.263782,0.092271,0.549118
zeta-quantile_param_2038,0.655653,0.672953,0.450295,0.843103
zeta-quantile_param_2039,0.599514,0.610913,0.396944,0.722268
zeta-quantile_param_2040,0.598761,0.601976,0.328730,0.843205
zeta-quantile_param_2041,0.751385,0.803512,0.333212,0.986971
zeta-quantile_param_2042,0.646909,0.662601,0.233781,0.917517
zeta-quantile_param_2043,0.804343,0.960918,0.227224,0.997154
zeta-quantile_param_2044,0.400563,0.437864,0.043713,0.691753
zeta-quantile_param_2045,0.447309,0.440717,0.058495,0.818257
zeta-quantile_param_2046,0.018923,0.008579,0.000092,0.171800
zeta-quantile_param_2047,0.061273,0.049782,0.001002,0.280080
zeta-quantile_param_2048,0.053693,0.052185,0.003525,0.164600
zeta-quantile_param_2049,0.276352,0.334152,0.001031,0.682493
zeta-quantile_param_2050,0.568737,0.579609,0.124147,0.922185
zeta-quantile_param_2051,0.549582,0.474251,0.243317,0.958112
zeta-quantile_param_2052,0.067475,0.041122,0.003617,0.310198
zeta-quantile_param_2053,0.231189,0.224897,0.062513,0.460079
zeta-quantile_param_2054,0.130584,0.098278,0.023367,0.406267
zeta-quantile_param_2055,0.064073,0.047606,0.005507,0.266930
zeta-quantile_param_2056,0.075691,0.064970,0.010871,0.227725
