param,mean,median,1.000_CI_LB,1.000_CI_UB
zeta-quantile_param_3087,0.381258,0.476798,0.020153,0.761188
zeta-quantile_param_3088,0.684327,0.718758,0.247716,0.887436
zeta-quantile_param_3089,0.379841,0.362398,0.240940,0.620997
zeta-quantile_param_3090,0.016523,0.012724,0.000308,0.090154
zeta-quantile_param_3091,0.286505,0.267688,0.047073,0.684902
zeta-quantile_param_3092,0.222024,0.220146,0.006755,0.609469
zeta-quantile_param_3093,0.593428,0.604088,0.233543,0.981822
zeta-quantile_param_3094,0.271442,0.233479,0.030507,0.903410
zeta-quantile_param_3095,0.081215,0.044123,0.001179,0.515522
zeta-quantile_param_3096,0.620496,0.678223,0.164470,0.991200
zeta-quantile_param_3097,0.504926,0.463571,0.196153,0.925855
zeta-quantile_param_3098,0.768586,0.834847,0.172561,0.996371
zeta-quantile_param_3099,0.739712,0.769989,0.138372,0.987196
zeta-quantile_param_3100,0.515284,0.516454,0.163343,0.881275
zeta-quantile_param_3101,0.711545,0.729951,0.182572,0.991240
zeta-quantile_param_3102,0.608601,0.624245,0.182959,0.984378
zeta-quantile_param_3103,0.085446,0.072387,0.011805,0.289897
zeta-quantile_param_3104,0.101954,0.051710,0.006393,0.374064
zeta-quantile_param_3105,0.060400,0.037979,0.001080,0.225721
zeta-quantile_param_3106,0.426592,0.397040,0.283657,0.841608
zeta-quantile_param_3107,0.959324,0.961760,0.892211,0.991635
zeta-quantile_param_3108,0.720069,0.780215,0.291683,0.986113
zeta-quantile_param_3109,0.600393,0.587030,0.216732,0.926502
zeta-quantile_param_3110,0.071758,0.063529,0.000749,0.274989
zeta-quantile_param_3111,0.497987,0.506185,0.109157,0.900138
zeta-quantile_param_3112,0.730563,0.790928,0.218409,0.983937
zeta-quantile_param_3113,0.728932,0.687020,0.303592,0.986927
zeta-quantile_param_3114,0.119044,0.127336,0.009671,0.270445
zeta-quantile_param_3115,0.137524,0.118853,0.026750,0.436736
zeta-quantile_param_3116,0.013681,0.006142,0.000188,0.115395
zeta-quantile_param_3117,0.029380,0.013447,0.000371,0.233578
zeta-quantile_param_3118,0.477119,0.414796,0.215447,0.949291
zeta-quantile_param_3119,0.621718,0.621555,0.236521,0.968769
zeta-quantile_param_3120,0.154644,0.131934,0.011173,0.398722
zeta-quantile_param_3121,0.644448,0.638448,0.325775,0.891558
zeta-quantile_param_3122,0.750576,0.882409,0.192597,0.988018
zeta-quantile_param_3123,0.629920,0.652088,0.310023,0.866463
zeta-quantile_param_3124,0.789145,0.842032,0.394957,0.992791
zeta-quantile_param_3125,0.611844,0.626907,0.233991,0.930301
zeta-quantile_param_3126,0.587792,0.614630,0.205965,0.977613
zeta-quantile_param_3127,0.773032,0.790047,0.261529,0.999199
zeta-quantile_param_3128,0.690672,0.688482,0.300688,0.969014
zeta-quantile_param_3129,0.544022,0.590036,0.190968,0.890933
zeta-quantile_param_3130,0.325566,0.289591,0.003735,0.820016
zeta-quantile_param_3131,0.439216,0.435611,0.162630,0.914655
zeta-quantile_param_3132,0.575552,0.617363,0.149306,0.994120
zeta-quantile_param_3133,0.550368,0.538251,0.083536,0.956398
zeta-quantile_param_3134,0.548189,0.532940,0.213787,0.952180
zeta-quantile_param_3135,0.584266,0.611654,0.194170,0.895450
zeta-quantile_param_3136,0.831304,0.912820,0.346707,0.997912
zeta-quantile_param_3137,0.832563,0.878807,0.313721,0.998005
zeta-quantile_param_3138,0.629105,0.619813,0.178073,0.996298
zeta-quantile_param_3139,0.807246,0.868529,0.308073,0.984792
zeta-quantile_param_3140,0.484369,0.443099,0.092743,0.913721
zeta-quantile_param_3141,0.668115,0.713784,0.343620,0.933698
zeta-quantile_param_3142,0.791877,0.866176,0.419985,0.975047
zeta-quantile_param_3143,0.625835,0.625863,0.442028,0.782592
zeta-quantile_param_3144,0.480366,0.454544,0.273717,0.764817
zeta-quantile_param_3145,0.046060,0.032800,0.001120,0.213771
zeta-quantile_param_3146,0.182379,0.126676,0.001372,0.568816
zeta-quantile_param_3147,0.785397,0.879924,0.217050,0.998273
zeta-quantile_param_3148,0.581583,0.617522,0.140678,0.919863
zeta-quantile_param_3149,0.639656,0.670055,0.124716,0.990899
zeta-quantile_param_3150,0.610570,0.611991,0.159392,0.999527
zeta-quantile_param_3151,0.656728,0.702933,0.106064,0.999838
zeta-quantile_param_3152,0.405042,0.437557,0.000808,0.954569
zeta-quantile_param_3153,0.387061,0.396569,0.000373,0.884811
zeta-quantile_param_3154,0.443205,0.417735,0.004947,0.982723
zeta-quantile_param_3155,0.271102,0.271270,0.012140,0.641465
zeta-quantile_param_3156,0.032946,0.028401,0.000233,0.133659
zeta-quantile_param_3157,0.060808,0.052021,0.001147,0.244448
zeta-quantile_param_3158,0.144467,0.108122,0.006590,0.542647
zeta-quantile_param_3159,0.206964,0.205725,0.065748,0.385599
zeta-quantile_param_3160,0.486167,0.475908,0.264249,0.780274
zeta-quantile_param_3161,0.633729,0.664589,0.195231,0.974812
zeta-quantile_param_3162,0.475529,0.427950,0.082139,0.912848
zeta-quantile_param_3163,0.217703,0.128623,0.013548,0.696130
zeta-quantile_param_3164,0.643437,0.664550,0.169513,0.986953
zeta-quantile_param_3165,0.591096,0.609276,0.174713,0.961147
zeta-quantile_param_3166,0.651668,0.686674,0.227628,0.962656
zeta-quantile_param_3167,0.583102,0.561532,0.335219,0.928374
zeta-quantile_param_3168,0.680146,0.685689,0.398109,0.872359
zeta-quantile_param_3169,0.150467,0.142313,0.031386,0.393796
zeta-quantile_param_3170,0.569179,0.566555,0.349307,0.834712
zeta-quantile_param_3171,0.674574,0.643112,0.454513,0.888265
zeta-quantile_param_3172,0.742317,0.777382,0.348044,0.983360
zeta-quantile_param_3173,0.784029,0.812558,0.486532,0.955638
zeta-quantile_param_3174,0.637002,0.608051,0.193591,0.996398
zeta-quantile_param_3175,0.668192,0.717299,0.133211,0.987144
zeta-quantile_param_3176,0.172912,0.134347,0.000004,0.645198
zeta-quantile_param_3177,0.581928,0.575191,0.078694,0.992453
zeta-quantile_param_3178,0.523793,0.517564,0.132151,0.987216
zeta-quantile_param_3179,0.536160,0.540144,0.103407,0.948366
zeta-quantile_param_3180,0.445979,0.428580,0.064742,0.940064
zeta-quantile_param_3181,0.078252,0.058790,0.001995,0.311781
zeta-quantile_param_3182,0.479807,0.461432,0.246881,0.867270
zeta-quantile_param_3183,0.079161,0.055746,0.007822,0.368711
zeta-quantile_param_3184,0.059185,0.055760,0.015623,0.132346
zeta-quantile_param_3185,0.017415,0.015415,0.000109,0.050432
zeta-quantile_param_3186,0.174886,0.135239,0.025860,0.464619
zeta-quantile_param_3187,0.783740,0.817147,0.320061,0.960820
zeta-quantile_param_3188,0.079263,0.074060,0.004591,0.428570
zeta-quantile_param_3189,0.111389,0.109199,0.018133,0.277802
zeta-quantile_param_3190,0.340781,0.330637,0.007385,0.857684
zeta-quantile_param_3191,0.833083,0.855475,0.566383,0.964190
zeta-quantile_param_3192,0.643724,0.653706,0.426109,0.818963
zeta-quantile_param_3193,0.340799,0.340659,0.192410,0.553071
zeta-quantile_param_3194,0.230614,0.215202,0.025492,0.515526
zeta-quantile_param_3195,0.483156,0.427681,0.090151,0.873579
zeta-quantile_param_3196,0.058599,0.039613,0.003013,0.226349
zeta-quantile_param_3197,0.094892,0.029428,0.000289,0.587473
zeta-quantile_param_3198,0.366911,0.399037,0.079751,0.736970
zeta-quantile_param_3199,0.103752,0.075826,0.010429,0.291716
zeta-quantile_param_3200,0.278018,0.271269,0.069441,0.529427
zeta-quantile_param_3201,0.878826,0.912494,0.537269,0.974112
zeta-quantile_param_3202,0.697631,0.871492,0.074129,0.997068
zeta-quantile_param_3203,0.720384,0.757950,0.452545,0.926740
zeta-quantile_param_3204,0.161787,0.159306,0.049883,0.396338
zeta-quantile_param_3205,0.578468,0.564453,0.373621,0.807434
zeta-quantile_param_3206,0.880679,0.881671,0.700857,0.995423
zeta-quantile_param_3207,0.731082,0.752431,0.108675,0.966440
zeta-quantile_param_3208,0.658571,0.690456,0.292885,0.888098
zeta-quantile_param_3209,0.841163,0.906182,0.296450,0.994896
zeta-quantile_param_3210,0.845267,0.887066,0.244876,0.996520
zeta-quantile_param_3211,0.901264,0.935177,0.479658,0.994033
zeta-quantile_param_3212,0.803258,0.822323,0.448940,0.962353
zeta-quantile_param_3213,0.620588,0.765432,0.026349,0.963124
zeta-quantile_param_3214,0.345901,0.302119,0.005748,0.817217
zeta-quantile_param_3215,0.871091,0.919152,0.399069,0.996660
zeta-quantile_param_3216,0.597782,0.613506,0.302266,0.808763
zeta-quantile_param_3217,0.647991,0.650650,0.256180,0.944775
zeta-quantile_param_3218,0.313072,0.304507,0.081251,0.571950
zeta-quantile_param_3219,0.038141,0.029528,0.001554,0.160316
zeta-quantile_param_3220,0.733282,0.743741,0.347451,0.976838
zeta-quantile_param_3221,0.774556,0.816103,0.299514,0.971750
zeta-quantile_param_3222,0.569393,0.558864,0.196099,0.865748
zeta-quantile_param_3223,0.598443,0.604119,0.262043,0.936233
zeta-quantile_param_3224,0.562140,0.559495,0.285891,0.940691
zeta-quantile_param_3225,0.033659,0.019805,0.000785,0.188427
zeta-quantile_param_3226,0.557853,0.582402,0.255935,0.851344
zeta-quantile_param_3227,0.073596,0.061527,0.007378,0.288379
zeta-quantile_param_3228,0.475882,0.467085,0.285129,0.753272
zeta-quantile_param_3229,0.703173,0.754847,0.288626,0.995997
zeta-quantile_param_3230,0.770759,0.834116,0.331607,0.988499
zeta-quantile_param_3231,0.821505,0.864529,0.287316,0.999797
zeta-quantile_param_3232,0.792978,0.908851,0.257192,0.998626
zeta-quantile_param_3233,0.851007,0.978668,0.228183,0.999990
zeta-quantile_param_3234,0.736113,0.770856,0.249134,0.994702
zeta-quantile_param_3235,0.865842,0.902435,0.529575,0.997354
zeta-quantile_param_3236,0.853435,0.872105,0.584462,0.974903
zeta-quantile_param_3237,0.677301,0.706930,0.376513,0.856265
zeta-quantile_param_3238,0.879525,0.965956,0.322553,0.999985
zeta-quantile_param_3239,0.764483,0.916491,0.147818,0.998207
zeta-quantile_param_3240,0.845772,0.951811,0.085655,0.999837
zeta-quantile_param_3241,0.950879,0.981567,0.567024,0.999726
zeta-quantile_param_3242,0.853750,0.904387,0.313752,0.998353
zeta-quantile_param_3243,0.745380,0.742020,0.332720,0.965679
zeta-quantile_param_3244,0.721027,0.711565,0.342469,0.981593
zeta-quantile_param_3245,0.910323,0.924975,0.636532,0.998097
zeta-quantile_param_3246,0.767709,0.850812,0.218757,0.997834
zeta-quantile_param_3247,0.865964,0.902748,0.479733,0.994378
zeta-quantile_param_3248,0.974194,0.994819,0.739917,0.999948
zeta-quantile_param_3249,0.962817,0.971687,0.843027,0.999236
zeta-quantile_param_3250,0.810765,0.901156,0.254518,0.999883
zeta-quantile_param_3251,0.869019,0.929529,0.308331,0.997419
zeta-quantile_param_3252,0.185020,0.136303,0.014221,0.680360
zeta-quantile_param_3253,0.510622,0.510925,0.068363,0.877823
zeta-quantile_param_3254,0.427991,0.335615,0.027754,0.985094
zeta-quantile_param_3255,0.730956,0.809647,0.048003,0.989020
zeta-quantile_param_3256,0.526558,0.471826,0.332700,0.799725
zeta-quantile_param_3257,0.077561,0.065344,0.010757,0.290694
zeta-quantile_param_3258,0.093654,0.078670,0.014208,0.287468
zeta-quantile_param_3259,0.069847,0.052978,0.004440,0.290436
zeta-quantile_param_3260,0.471748,0.455700,0.195184,0.871723
zeta-quantile_param_3261,0.041470,0.019850,0.000245,0.273327
zeta-quantile_param_3262,0.177645,0.060380,0.002432,0.779912
zeta-quantile_param_3263,0.222845,0.133505,0.000969,0.839943
zeta-quantile_param_3264,0.272336,0.063675,0.000075,0.932930
zeta-quantile_param_3265,0.406805,0.359499,0.088407,0.850951
zeta-quantile_param_3266,0.467898,0.469677,0.013106,0.926673
zeta-quantile_param_3267,0.336588,0.316749,0.051073,0.852601
zeta-quantile_param_3268,0.240478,0.144577,0.009214,0.921414
zeta-quantile_param_3269,0.262734,0.208101,0.003058,0.753311
zeta-quantile_param_3270,0.375519,0.359401,0.030673,0.887975
zeta-quantile_param_3271,0.467893,0.434514,0.167941,0.907351
zeta-quantile_param_3272,0.690017,0.688033,0.337957,0.974020
zeta-quantile_param_3273,0.916861,0.942630,0.555371,0.998854
zeta-quantile_param_3274,0.672171,0.693010,0.124213,0.997234
zeta-quantile_param_3275,0.855075,0.881026,0.333080,0.998955
zeta-quantile_param_3276,0.847664,0.893330,0.200736,0.998330
zeta-quantile_param_3277,0.757522,0.821178,0.280905,0.984118
zeta-quantile_param_3278,0.781509,0.878052,0.152023,0.999998
zeta-quantile_param_3279,0.846948,0.875266,0.339765,0.995353
zeta-quantile_param_3280,0.367758,0.388666,0.000083,0.976544
zeta-quantile_param_3281,0.741268,0.762649,0.154915,0.999619
zeta-quantile_param_3282,0.448456,0.433463,0.152141,0.876283
zeta-quantile_param_3283,0.502468,0.458707,0.156833,0.994481
zeta-quantile_param_3284,0.535993,0.553946,0.148183,0.928335
zeta-quantile_param_3285,0.516790,0.516858,0.138010,0.959091
zeta-quantile_param_3286,0.646452,0.624532,0.157176,0.975047
zeta-quantile_param_3287,0.604675,0.598324,0.146760,0.997125
zeta-quantile_param_3288,0.713743,0.719277,0.178655,0.991223
zeta-quantile_param_3289,0.633413,0.664411,0.142372,0.977191
zeta-quantile_param_3290,0.460486,0.450688,0.014944,0.941824
zeta-quantile_param_3291,0.476728,0.459727,0.141936,0.898765
zeta-quantile_param_3292,0.637796,0.637758,0.184498,0.993524
zeta-quantile_param_3293,0.394392,0.342620,0.029139,0.914197
zeta-quantile_param_3294,0.528816,0.495913,0.172408,0.963405
zeta-quantile_param_3295,0.530385,0.523652,0.246623,0.928600
zeta-quantile_param_3296,0.087135,0.055486,0.001542,0.607790
zeta-quantile_param_3297,0.285604,0.234301,0.001180,0.768474
zeta-quantile_param_3298,0.443542,0.393140,0.233800,0.908956
zeta-quantile_param_3299,0.660864,0.675613,0.242962,0.985193
zeta-quantile_param_3300,0.359081,0.425567,0.029230,0.684931
zeta-quantile_param_3301,0.074166,0.051334,0.001074,0.309250
zeta-quantile_param_3302,0.354463,0.353259,0.044520,0.688077
zeta-quantile_param_3303,0.090807,0.080142,0.003841,0.287680
zeta-quantile_param_3304,0.484643,0.484996,0.223065,0.894426
zeta-quantile_param_3305,0.599713,0.590545,0.213084,0.980216
zeta-quantile_param_3306,0.464250,0.454052,0.143124,0.929640
zeta-quantile_param_3307,0.577304,0.587538,0.135046,0.987671
zeta-quantile_param_3308,0.465589,0.443558,0.133881,0.880822
zeta-quantile_param_3309,0.226896,0.155231,0.001092,0.965817
zeta-quantile_param_3310,0.695768,0.723657,0.187513,0.997675
zeta-quantile_param_3311,0.441365,0.327782,0.018179,0.978012
zeta-quantile_param_3312,0.693898,0.776557,0.113557,0.993000
zeta-quantile_param_3313,0.643467,0.667284,0.160994,0.994997
zeta-quantile_param_3314,0.594739,0.617682,0.152192,0.956643
zeta-quantile_param_3315,0.735543,0.779465,0.223871,0.994792
zeta-quantile_param_3316,0.644082,0.688896,0.093694,0.995496
zeta-quantile_param_3317,0.464048,0.450728,0.000047,0.989140
zeta-quantile_param_3318,0.626215,0.733671,0.019061,0.998115
zeta-quantile_param_3319,0.737657,0.758361,0.228167,0.993504
zeta-quantile_param_3320,0.285803,0.261354,0.020959,0.960483
zeta-quantile_param_3321,0.250891,0.228795,0.005116,0.790556
zeta-quantile_param_3322,0.290697,0.268909,0.012037,0.819674
zeta-quantile_param_3323,0.330663,0.308512,0.144805,0.696973
zeta-quantile_param_3324,0.360791,0.290216,0.162891,0.835327
zeta-quantile_param_3325,0.170132,0.102739,0.000109,0.580889
zeta-quantile_param_3326,0.052768,0.033815,0.000266,0.265014
zeta-quantile_param_3327,0.175852,0.123178,0.002557,0.592577
zeta-quantile_param_3328,0.380605,0.359785,0.181935,0.700423
zeta-quantile_param_3329,0.510034,0.560173,0.035213,0.962681
zeta-quantile_param_3330,0.391955,0.416872,0.059969,0.838173
zeta-quantile_param_3331,0.645771,0.661774,0.298417,0.960625
zeta-quantile_param_3332,0.519918,0.514409,0.259892,0.975105
zeta-quantile_param_3333,0.608555,0.577851,0.234023,0.954165
zeta-quantile_param_3334,0.666332,0.680936,0.384707,0.913153
zeta-quantile_param_3335,0.588845,0.544418,0.243671,0.965356
zeta-quantile_param_3336,0.560509,0.542065,0.314461,0.864763
zeta-quantile_param_3337,0.618435,0.616950,0.220789,0.966480
zeta-quantile_param_3338,0.952450,0.973485,0.733989,0.999748
zeta-quantile_param_3339,0.804492,0.901907,0.177876,0.999932
zeta-quantile_param_3340,0.590628,0.610282,0.255210,0.862393
zeta-quantile_param_3341,0.953756,0.983457,0.572064,0.999726
zeta-quantile_param_3342,0.888700,0.923660,0.528675,0.995560
zeta-quantile_param_3343,0.801746,0.830050,0.391279,0.957626
zeta-quantile_param_3344,0.807066,0.852059,0.396514,0.970450
zeta-quantile_param_3345,0.728050,0.718128,0.487389,0.917583
zeta-quantile_param_3346,0.698834,0.744812,0.292199,0.979928
zeta-quantile_param_3347,0.607627,0.622260,0.197779,0.991848
zeta-quantile_param_3348,0.803933,0.908055,0.161235,0.999564
zeta-quantile_param_3349,0.753431,0.831757,0.131929,0.998706
zeta-quantile_param_3350,0.932941,0.964875,0.378521,0.999996
zeta-quantile_param_3351,0.828367,0.915069,0.187104,0.999270
zeta-quantile_param_3352,0.827215,0.875495,0.303405,0.993894
zeta-quantile_param_3353,0.682518,0.674959,0.240661,0.983264
zeta-quantile_param_3354,0.677661,0.718250,0.203054,0.977412
zeta-quantile_param_3355,0.511890,0.491810,0.206723,0.918709
zeta-quantile_param_3356,0.414155,0.377813,0.113620,0.938893
zeta-quantile_param_3357,0.330695,0.183752,0.000162,0.935193
zeta-quantile_param_3358,0.401711,0.299137,0.006336,0.993328
zeta-quantile_param_3359,0.373882,0.349610,0.097780,0.836943
zeta-quantile_param_3360,0.213467,0.073727,0.000003,0.967107
zeta-quantile_param_3361,0.178292,0.139116,0.002789,0.724490
zeta-quantile_param_3362,0.296223,0.270716,0.001123,0.926855
zeta-quantile_param_3363,0.056971,0.029609,0.000130,0.307685
zeta-quantile_param_3364,0.300811,0.219435,0.000237,0.876539
zeta-quantile_param_3365,0.293066,0.260148,0.011871,0.821616
zeta-quantile_param_3366,0.354340,0.314114,0.051466,0.937447
zeta-quantile_param_3367,0.441052,0.402513,0.000699,0.998052
zeta-quantile_param_3368,0.248568,0.123465,0.027596,0.793110
zeta-quantile_param_3369,0.267278,0.092283,0.003960,0.779195
zeta-quantile_param_3370,0.831504,0.832042,0.670759,0.915126
zeta-quantile_param_3371,0.172023,0.138524,0.038715,0.420571
zeta-quantile_param_3372,0.659221,0.682438,0.268437,0.915561
zeta-quantile_param_3373,0.719873,0.788070,0.262229,0.961457
zeta-quantile_param_3374,0.146064,0.111776,0.014444,0.530877
zeta-quantile_param_3375,0.742201,0.750338,0.474957,0.964478
zeta-quantile_param_3376,0.019053,0.012367,0.001059,0.073271
zeta-quantile_param_3377,0.012815,0.003344,0.000075,0.127311
zeta-quantile_param_3378,0.037717,0.021516,0.001556,0.272499
zeta-quantile_param_3379,0.102887,0.075125,0.011417,0.402140
zeta-quantile_param_3380,0.753508,0.842942,0.311008,0.984617
zeta-quantile_param_3381,0.992069,0.993798,0.959092,0.999884
zeta-quantile_param_3382,0.808960,0.836129,0.422054,0.981422
zeta-quantile_param_3383,0.646137,0.694311,0.285495,0.928122
zeta-quantile_param_3384,0.516320,0.509269,0.331836,0.777762
zeta-quantile_param_3385,0.806543,0.814171,0.542864,0.977124
zeta-quantile_param_3386,0.686873,0.747187,0.218786,0.982983
zeta-quantile_param_3387,0.905771,0.968423,0.144055,0.999708
zeta-quantile_param_3388,0.880429,0.925756,0.383968,0.999775
zeta-quantile_param_3389,0.925336,0.974676,0.439008,0.999957
zeta-quantile_param_3390,0.955498,0.988447,0.546847,0.999993
zeta-quantile_param_3391,0.966958,0.991661,0.552251,0.999984
zeta-quantile_param_3392,0.879356,0.916586,0.473113,0.996417
zeta-quantile_param_3393,0.844274,0.910820,0.167939,0.999825
zeta-quantile_param_3394,0.847673,0.927908,0.206054,0.999069
zeta-quantile_param_3395,0.968080,0.987529,0.745499,0.999892
zeta-quantile_param_3396,0.922908,0.966423,0.370042,0.999996
zeta-quantile_param_3397,0.975266,0.985317,0.793782,0.999967
zeta-quantile_param_3398,0.950653,0.995312,0.189156,0.999991
zeta-quantile_param_3399,0.952116,0.977073,0.699059,0.999996
zeta-quantile_param_3400,0.950517,0.977076,0.542012,0.999980
zeta-quantile_param_3401,0.939936,0.993462,0.511216,0.999977
zeta-quantile_param_3402,0.974078,0.990034,0.753399,0.999718
zeta-quantile_param_3403,0.950215,0.967163,0.722289,0.999964
zeta-quantile_param_3404,0.841554,0.941019,0.198228,0.999617
zeta-quantile_param_3405,0.845007,0.902814,0.213399,0.998624
zeta-quantile_param_3406,0.909720,0.936650,0.630324,0.999250
zeta-quantile_param_3407,0.254170,0.164358,0.005403,0.913264
zeta-quantile_param_3408,0.351937,0.297694,0.033372,0.913169
zeta-quantile_param_3409,0.058106,0.034361,0.001730,0.251023
zeta-quantile_param_3410,0.484501,0.432977,0.164871,0.923000
zeta-quantile_param_3411,0.012641,0.009169,0.000567,0.081930
zeta-quantile_param_3412,0.704598,0.712541,0.510062,0.842389
zeta-quantile_param_3413,0.058469,0.033801,0.001903,0.227537
zeta-quantile_param_3414,0.464835,0.451312,0.325054,0.704703
zeta-quantile_param_3415,0.061217,0.053975,0.002346,0.291117
zeta-quantile_param_3416,0.222427,0.253349,0.000250,0.580591
zeta-quantile_param_3417,0.035614,0.024821,0.004183,0.172275
zeta-quantile_param_3418,0.571585,0.552492,0.243072,0.818759
zeta-quantile_param_3419,0.267927,0.229661,0.042577,0.668176
zeta-quantile_param_3420,0.484815,0.471828,0.053046,0.881185
zeta-quantile_param_3421,0.243069,0.138734,0.029891,0.841571
zeta-quantile_param_3422,0.039683,0.032340,0.000227,0.140583
zeta-quantile_param_3423,0.509426,0.497732,0.372067,0.729522
zeta-quantile_param_3424,0.179164,0.183751,0.041932,0.320808
zeta-quantile_param_3425,0.126919,0.112753,0.013498,0.309126
zeta-quantile_param_3426,0.087952,0.068963,0.023010,0.265785
zeta-quantile_param_3427,0.161590,0.148108,0.035602,0.373842
zeta-quantile_param_3428,0.090541,0.084053,0.017847,0.227521
zeta-quantile_param_3429,0.144629,0.125233,0.039321,0.396599
zeta-quantile_param_3430,0.052141,0.049206,0.007565,0.163050
zeta-quantile_param_3431,0.597299,0.574372,0.354350,0.889911
zeta-quantile_param_3432,0.688602,0.694997,0.321511,0.925480
zeta-quantile_param_3433,0.879241,0.903316,0.625305,0.990954
zeta-quantile_param_3434,0.015547,0.012198,0.001084,0.069595
zeta-quantile_param_3435,0.063253,0.057355,0.006201,0.172205
zeta-quantile_param_3436,0.077792,0.048290,0.000249,0.388766
zeta-quantile_param_3437,0.068181,0.075570,0.002084,0.195520
zeta-quantile_param_3438,0.196276,0.121448,0.008457,0.721290
zeta-quantile_param_3439,0.111146,0.102064,0.008884,0.332497
zeta-quantile_param_3440,0.214378,0.177552,0.001760,0.630647
zeta-quantile_param_3441,0.157961,0.086052,0.005834,0.796015
zeta-quantile_param_3442,0.494392,0.488632,0.198281,0.778076
zeta-quantile_param_3443,0.265208,0.280995,0.030032,0.579734
zeta-quantile_param_3444,0.230169,0.244493,0.006599,0.669630
zeta-quantile_param_3445,0.150647,0.054076,0.000091,0.862767
zeta-quantile_param_3446,0.015334,0.005759,0.000007,0.160404
zeta-quantile_param_3447,0.010719,0.004702,0.000051,0.068238
zeta-quantile_param_3448,0.077733,0.056219,0.005416,0.357578
zeta-quantile_param_3449,0.093022,0.060982,0.002676,0.448063
zeta-quantile_param_3450,0.014459,0.009951,0.000126,0.092511
zeta-quantile_param_3451,0.796246,0.840925,0.278460,0.993443
zeta-quantile_param_3452,0.828673,0.955966,0.113318,0.999647
zeta-quantile_param_3453,0.740173,0.833262,0.097158,0.995427
zeta-quantile_param_3454,0.750248,0.823548,0.122822,0.997459
zeta-quantile_param_3455,0.605597,0.622981,0.073103,0.957896
zeta-quantile_param_3456,0.699740,0.769422,0.064196,0.999719
zeta-quantile_param_3457,0.745117,0.839585,0.109018,0.999855
zeta-quantile_param_3458,0.789373,0.871062,0.108847,0.998011
zeta-quantile_param_3459,0.682189,0.780316,0.073471,0.998120
zeta-quantile_param_3460,0.514645,0.684201,0.000326,0.999811
zeta-quantile_param_3461,0.611060,0.671239,0.060417,0.999753
zeta-quantile_param_3462,0.670220,0.771063,0.052275,0.999958
zeta-quantile_param_3463,0.622065,0.709207,0.051728,0.999226
zeta-quantile_param_3464,0.203233,0.077100,0.000002,0.882878
zeta-quantile_param_3465,0.721346,0.787603,0.060763,0.999994
zeta-quantile_param_3466,0.658966,0.698239,0.078232,0.995633
zeta-quantile_param_3467,0.672393,0.698534,0.113089,0.993841
zeta-quantile_param_3468,0.553105,0.571895,0.093687,0.989122
zeta-quantile_param_3469,0.385428,0.342566,0.007766,0.992542
zeta-quantile_param_3470,0.736238,0.877071,0.057045,0.999988
zeta-quantile_param_3471,0.371040,0.127815,0.000809,0.999154
zeta-quantile_param_3472,0.651502,0.705121,0.061543,0.999827
zeta-quantile_param_3473,0.397887,0.263115,0.000363,0.999873
zeta-quantile_param_3474,0.842907,0.871306,0.318077,0.999669
zeta-quantile_param_3475,0.651717,0.697581,0.128183,0.987592
zeta-quantile_param_3476,0.832924,0.919125,0.133759,0.999653
zeta-quantile_param_3477,0.753786,0.845161,0.188891,0.992079
zeta-quantile_param_3478,0.753635,0.826757,0.151101,0.995919
zeta-quantile_param_3479,0.653996,0.669998,0.154359,0.995571
zeta-quantile_param_3480,0.705286,0.749869,0.167147,0.976791
zeta-quantile_param_3481,0.706958,0.728620,0.189390,0.995362
zeta-quantile_param_3482,0.662919,0.747044,0.031034,0.987742
zeta-quantile_param_3483,0.622374,0.603732,0.238803,0.954980
zeta-quantile_param_3484,0.752705,0.775994,0.393395,0.963313
zeta-quantile_param_3485,0.185197,0.152514,0.009912,0.589844
zeta-quantile_param_3486,0.013932,0.004218,0.000082,0.139142
zeta-quantile_param_3487,0.015280,0.008077,0.000479,0.071331
zeta-quantile_param_3488,0.012436,0.006747,0.000758,0.089312
zeta-quantile_param_3489,0.061512,0.035191,0.002688,0.386303
zeta-quantile_param_3490,0.056380,0.007147,0.000121,0.493544
zeta-quantile_param_3491,0.020709,0.007055,0.000242,0.207093
zeta-quantile_param_3492,0.138206,0.008438,0.000001,0.767921
zeta-quantile_param_3493,0.007725,0.002940,0.000004,0.118208
zeta-quantile_param_3494,0.025829,0.018307,0.000539,0.147858
zeta-quantile_param_3495,0.342300,0.311151,0.162731,0.723882
zeta-quantile_param_3496,0.001457,0.000544,0.000006,0.015537
zeta-quantile_param_3497,0.007961,0.002363,0.000006,0.073152
zeta-quantile_param_3498,0.001761,0.000387,0.000001,0.031382
zeta-quantile_param_3499,0.013802,0.008761,0.000073,0.087844
zeta-quantile_param_3500,0.071403,0.056657,0.000087,0.355265
zeta-quantile_param_3501,0.409269,0.392878,0.302091,0.615525
zeta-quantile_param_3502,0.044704,0.035346,0.004169,0.158027
zeta-quantile_param_3503,0.456470,0.459269,0.333524,0.591927
zeta-quantile_param_3504,0.016901,0.011542,0.000208,0.079535
zeta-quantile_param_3505,0.026718,0.015360,0.000113,0.110967
zeta-quantile_param_3506,0.107676,0.114370,0.011805,0.237393
zeta-quantile_param_3507,0.146664,0.140106,0.046096,0.331298
zeta-quantile_param_3508,0.459987,0.457464,0.367375,0.596287
zeta-quantile_param_3509,0.232711,0.203734,0.031860,0.608443
